Contig,Orthogroup
Mcav_DN41982_c0_g1_i2,OG0034994
Mcav_DN34777_c0_g1_i8,OG0034995
Mcav_DN72_c1_g3_i2,OG0034998
Mcav_DN201668_c0_g1_i1,OG0034999
Mcav_DN245135_c0_g1_i2,OG0021338
Mcav_DN34804_c0_g1_i3,OG0021339
Mcav_DN60888_c0_g1_i2,OG0021334
Mcav_DN197888_c0_g1_i1,OG0021335
Mcav_DN196655_c0_g1_i1,OG0021336
0,OG0021337
Mcav_DN22408_c0_g1_i5,OG0021330
Mcav_DN16176_c0_g1_i1,OG0021331
Mcav_DN301195_c0_g1_i1,OG0021332
Mcav_DN391257_c0_g1_i1,OG0021332
Mcav_DN291456_c0_g1_i1,OG0021333
Mcav_DN297063_c0_g1_i1,OG0041057
Mcav_DN297002_c0_g1_i1,OG0041056
Mcav_DN2969_c2_g1_i1,OG0041055
Mcav_DN2415_c1_g6_i1,OG0029756
Mcav_DN296990_c0_g1_i2,OG0041054
Mcav_DN29697_c0_g1_i2,OG0041053
Mcav_DN123226_c0_g1_i1,OG0028471
Mcav_DN130776_c0_g1_i1,OG0006249
Mcav_DN24150_c0_g1_i3,OG0006248
Mcav_DN296954_c0_g1_i2,OG0041051
Mcav_DN8642_c0_g1_i15,OG0006243
Mcav_DN22754_c0_g1_i5,OG0006242
Mcav_DN392149_c0_g1_i1,OG0006242
Mcav_DN47299_c0_g2_i17,OG0006242
Mcav_DN27232_c1_g3_i3,OG0006241
Mcav_DN65200_c0_g2_i1,OG0006240
Mcav_DN14680_c0_g1_i58,OG0006247
Mcav_DN31896_c0_g1_i1,OG0006246
Mcav_DN3478_c1_g3_i1,OG0006246
Mcav_DN13164_c0_g2_i5,OG0006245
Mcav_DN206982_c0_g1_i1,OG0006244
Mcav_DN5491_c0_g1_i1,OG0006244
Mcav_DN82060_c0_g1_i1,OG0006244
Mcav_DN85218_c1_g1_i1,OG0006244
0,OG0035645
0,OG0035644
0,OG0035647
Mcav_DN1316_c0_g1_i2,OG0035646
0,OG0035641
Mcav_DN369099_c0_g1_i1,OG0035640
Mcav_DN4198_c0_g2_i12,OG0035643
0,OG0035642
0,OG0035649
Mcav_DN405730_c0_g1_i1,OG0035648
Mcav_DN2124_c0_g2_i1,OG0003994
Mcav_DN3059_c0_g4_i3,OG0003994
Mcav_DN145600_c0_g1_i2,OG0003995
Mcav_DN219105_c0_g1_i1,OG0003995
Mcav_DN245680_c0_g1_i1,OG0003995
Mcav_DN54979_c0_g1_i13,OG0003996
Mcav_DN2682_c2_g1_i1,OG0003997
Mcav_DN410265_c0_g1_i1,OG0003997
Mcav_DN340132_c0_g1_i1,OG0003990
Mcav_DN65247_c0_g1_i2,OG0003990
Mcav_DN80052_c4_g1_i2,OG0003991
Mcav_DN226769_c0_g1_i1,OG0003992
Mcav_DN21585_c0_g2_i1,OG0003993
Mcav_DN24236_c0_g1_i6,OG0003993
Mcav_DN116980_c0_g2_i1,OG0036590
Mcav_DN116982_c0_g1_i4,OG0036591
Mcav_DN116989_c0_g1_i1,OG0036592
Mcav_DN116994_c0_g1_i3,OG0036593
Mcav_DN150097_c0_g1_i1,OG0003998
Mcav_DN34859_c1_g1_i2,OG0003998
Mcav_DN147311_c0_g1_i1,OG0003999
Mcav_DN117012_c0_g1_i3,OG0036596
Mcav_DN117019_c0_g1_i1,OG0036597
Mcav_DN218209_c0_g1_i1,OG0020069
Mcav_DN390929_c0_g1_i1,OG0020068
Mcav_DN157838_c0_g1_i1,OG0020067
Mcav_DN388941_c0_g1_i1,OG0020066
Mcav_DN77953_c0_g1_i5,OG0020065
0,OG0020064
0,OG0020063
Mcav_DN26148_c0_g1_i1,OG0020062
Mcav_DN251770_c0_g1_i1,OG0020061
0,OG0020060
Mcav_DN86282_c0_g1_i2,OG0032033
Mcav_DN86193_c0_g1_i7,OG0032032
Mcav_DN86191_c1_g1_i1,OG0032031
Mcav_DN8605_c0_g2_i1,OG0032030
Mcav_DN8681_c0_g2_i1,OG0032037
Mcav_DN86678_c0_g2_i2,OG0032036
Mcav_DN8651_c0_g2_i1,OG0032035
Mcav_DN8630_c0_g1_i2,OG0032034
Mcav_DN8630_c0_g2_i3,OG0032034
Mcav_DN8716_c2_g1_i3,OG0032039
Mcav_DN8716_c1_g1_i13,OG0032038
0,OG0046214
Mcav_DN84703_c0_g2_i2,OG0045578
Mcav_DN84705_c0_g1_i5,OG0045579
Mcav_DN39377_c3_g1_i3,OG0001738
Mcav_DN63289_c0_g1_i10,OG0001738
Mcav_DN78409_c0_g1_i1,OG0001738
Mcav_DN78409_c1_g1_i1,OG0001738
Mcav_DN31015_c0_g1_i9,OG0001739
Mcav_DN68_c3_g1_i1,OG0001739
Mcav_DN8979_c0_g2_i1,OG0001739
0,OG0046123
Mcav_DN150109_c0_g1_i1,OG0001732
Mcav_DN51120_c0_g1_i9,OG0001733
Mcav_DN51120_c1_g1_i6,OG0001733
Mcav_DN22334_c0_g2_i3,OG0001730
Mcav_DN22334_c1_g1_i1,OG0001730
Mcav_DN22334_c1_g2_i2,OG0001730
Mcav_DN198589_c0_g1_i1,OG0001731
Mcav_DN2627_c1_g1_i14,OG0001731
Mcav_DN80286_c0_g2_i2,OG0001731
Mcav_DN14346_c0_g3_i1,OG0001736
Mcav_DN24751_c0_g1_i1,OG0001736
Mcav_DN39943_c0_g1_i1,OG0001736
Mcav_DN31986_c0_g1_i1,OG0001737
Mcav_DN51925_c0_g1_i1,OG0001737
Mcav_DN145038_c0_g1_i1,OG0001734
Mcav_DN154842_c0_g1_i1,OG0001734
Mcav_DN149553_c0_g1_i1,OG0001735
Mcav_DN407354_c0_g1_i1,OG0001735
Mcav_DN45402_c0_g1_i1,OG0001735
0,OG0046121
0,OG0046126
0,OG0046215
0,OG0046127
0,OG0046124
Mcav_DN49961_c0_g1_i1,OG0043808
Mcav_DN394825_c0_g1_i4,OG0042840
Mcav_DN49945_c0_g1_i8,OG0043806
Mcav_DN49951_c0_g2_i2,OG0043807
Mcav_DN49915_c0_g1_i3,OG0043804
Mcav_DN49921_c0_g2_i2,OG0043805
Mcav_DN49890_c0_g1_i2,OG0043802
Mcav_DN49910_c0_g1_i1,OG0043803
Mcav_DN49867_c0_g2_i1,OG0043800
Mcav_DN4987_c0_g1_i1,OG0043801
Mcav_DN84285_c0_g1_i4,OG0005295
Mcav_DN295391_c0_g1_i1,OG0005294
Mcav_DN69387_c0_g1_i1,OG0005294
Mcav_DN69387_c0_g2_i1,OG0005294
0,OG0005297
Mcav_DN164834_c0_g1_i1,OG0005296
Mcav_DN351656_c0_g1_i1,OG0005296
Mcav_DN352508_c0_g1_i1,OG0005291
Mcav_DN293080_c0_g1_i1,OG0005290
Mcav_DN99458_c0_g2_i1,OG0005290
Mcav_DN2080_c2_g1_i1,OG0005293
Mcav_DN42268_c0_g1_i1,OG0005292
0,OG0046216
Mcav_DN9062_c0_g2_i1,OG0005299
Mcav_DN13363_c1_g1_i4,OG0005298
Mcav_DN130186_c0_g1_i1,OG0037010
0,OG0007675
0,OG0007674
Mcav_DN195896_c0_g1_i1,OG0007677
Mcav_DN5813_c1_g1_i2,OG0007676
0,OG0007671
0,OG0007670
0,OG0007673
0,OG0007672
Mcav_DN148085_c0_g1_i1,OG0037643
Mcav_DN14807_c1_g1_i1,OG0037642
Mcav_DN148067_c0_g1_i1,OG0037641
Mcav_DN148063_c0_g1_i1,OG0037640
Mcav_DN41753_c0_g1_i4,OG0007679
Mcav_DN41753_c0_g2_i6,OG0007679
Mcav_DN46986_c0_g1_i1,OG0007678
Mcav_DN148094_c0_g1_i1,OG0037645
Mcav_DN148092_c0_g1_i1,OG0037644
Mcav_DN31669_c0_g1_i1,OG0005129
Mcav_DN5636_c0_g4_i1,OG0005129
Mcav_DN18868_c0_g2_i1,OG0005128
Mcav_DN27365_c0_g1_i1,OG0005128
0,OG0032699
0,OG0032698
Mcav_DN49109_c0_g1_i3,OG0005123
0,OG0005122
Mcav_DN8795_c0_g1_i6,OG0005121
Mcav_DN148850_c0_g1_i1,OG0005120
Mcav_DN201187_c0_g1_i1,OG0005127
Mcav_DN13475_c0_g1_i1,OG0005126
Mcav_DN59774_c0_g1_i4,OG0005126
Mcav_DN47592_c0_g1_i9,OG0005125
Mcav_DN5219_c0_g1_i1,OG0005124
0,OG0046210
0,OG0033342
Mcav_DN65348_c0_g1_i3,OG0013825
0,OG0033340
Mcav_DN1318_c0_g2_i1,OG0033341
Mcav_DN176611_c0_g1_i1,OG0033346
0,OG0033347
0,OG0033344
Mcav_DN16742_c0_g1_i1,OG0013824
Mcav_DN6376_c0_g1_i4,OG0033348
0,OG0033349
Mcav_DN55205_c1_g1_i1,OG0013827
Mcav_DN193270_c0_g1_i2,OG0038602
Mcav_DN9332_c0_g2_i1,OG0013826
0,OG0046211
Mcav_DN102449_c0_g1_i1,OG0013821
Mcav_DN16045_c0_g1_i1,OG0013820
0,OG0032965
0,OG0032964
0,OG0032967
0,OG0032966
0,OG0032961
0,OG0013823
Mcav_DN17175_c0_g1_i1,OG0029088
Mcav_DN17195_c0_g1_i4,OG0029089
Mcav_DN17163_c0_g1_i1,OG0029086
Mcav_DN17168_c0_g1_i1,OG0029087
Mcav_DN17153_c0_g1_i1,OG0029084
Mcav_DN290919_c0_g1_i1,OG0013822
Mcav_DN17103_c0_g1_i1,OG0029082
Mcav_DN171338_c0_g1_i1,OG0029083
Mcav_DN1705_c0_g1_i8,OG0029080
Mcav_DN170787_c0_g1_i1,OG0029081
Mcav_DN403389_c0_g1_i1,OG0029081
Mcav_DN20025_c0_g3_i1,OG0016831
Mcav_DN16698_c1_g2_i3,OG0016830
0,OG0016833
Mcav_DN10678_c0_g1_i1,OG0016832
Mcav_DN771_c0_g1_i2,OG0016835
Mcav_DN22316_c0_g1_i8,OG0016834
Mcav_DN20782_c1_g1_i15,OG0016837
Mcav_DN253974_c0_g1_i1,OG0016836
Mcav_DN308659_c0_g1_i1,OG0016836
Mcav_DN53512_c0_g1_i2,OG0016839
0,OG0016838
Mcav_DN394908_c0_g1_i1,OG0042843
Mcav_DN38342_c0_g1_i1,OG0030823
Mcav_DN19298_c0_g1_i2,OG0038600
Mcav_DN32667_c0_g2_i2,OG0008528
Mcav_DN1240_c0_g1_i1,OG0008529
Mcav_DN14768_c0_g2_i2,OG0008529
Mcav_DN65505_c0_g2_i2,OG0044719
Mcav_DN2085_c0_g2_i1,OG0008520
Mcav_DN44218_c0_g1_i4,OG0008521
Mcav_DN242618_c0_g1_i1,OG0008522
Mcav_DN204876_c0_g1_i1,OG0008523
Mcav_DN1617_c0_g1_i1,OG0008524
Mcav_DN60554_c0_g2_i1,OG0008525
Mcav_DN56089_c0_g1_i3,OG0008526
Mcav_DN56089_c0_g2_i1,OG0008526
0,OG0008527
Mcav_DN345011_c0_g1_i1,OG0041985
Mcav_DN34499_c0_g1_i1,OG0041984
Mcav_DN345036_c0_g1_i1,OG0041987
Mcav_DN34502_c0_g1_i15,OG0041986
Mcav_DN34488_c0_g1_i4,OG0041981
Mcav_DN344661_c0_g1_i1,OG0041980
Mcav_DN365619_c0_g1_i1,OG0041980
Mcav_DN34495_c0_g1_i1,OG0041983
Mcav_DN344938_c0_g1_i2,OG0041982
Mcav_DN345103_c0_g1_i1,OG0041989
Mcav_DN34505_c0_g3_i1,OG0041988
Mcav_DN575_c0_g2_i2,OG0010378
Mcav_DN13446_c0_g3_i1,OG0010379
Mcav_DN22614_c0_g1_i5,OG0004658
Mcav_DN288369_c0_g1_i1,OG0004658
Mcav_DN15550_c0_g1_i1,OG0004659
Mcav_DN35969_c0_g1_i1,OG0003608
Mcav_DN36380_c0_g1_i2,OG0003609
Mcav_DN10191_c0_g1_i3,OG0016781
Mcav_DN129982_c0_g1_i2,OG0016780
Mcav_DN8063_c0_g1_i1,OG0010370
Mcav_DN17058_c0_g1_i5,OG0010371
Mcav_DN378871_c0_g1_i1,OG0010372
0,OG0010373
Mcav_DN29540_c1_g1_i1,OG0003600
Mcav_DN5776_c1_g1_i2,OG0003600
Mcav_DN6732_c0_g1_i9,OG0003600
Mcav_DN11514_c0_g1_i3,OG0010375
Mcav_DN13888_c0_g1_i2,OG0010376
Mcav_DN16067_c0_g1_i10,OG0010377
0,OG0034695
0,OG0034694
0,OG0034697
Mcav_DN177646_c0_g1_i1,OG0034696
Mcav_DN62269_c3_g1_i1,OG0034691
0,OG0034690
0,OG0034693
0,OG0034692
0,OG0034699
0,OG0034698
Mcav_DN208404_c0_g1_i1,OG0039258
0,OG0034529
Mcav_DN35746_c0_g1_i2,OG0034528
Mcav_DN52947_c0_g1_i1,OG0043999
Mcav_DN49629_c0_g1_i4,OG0034523
Mcav_DN25249_c0_g1_i3,OG0034522
0,OG0034521
Mcav_DN44650_c1_g1_i10,OG0034520
0,OG0034527
0,OG0034526
Mcav_DN28178_c0_g2_i2,OG0034525
Mcav_DN96525_c1_g1_i1,OG0034524
Mcav_DN341156_c0_g1_i1,OG0035797
0,OG0046218
Mcav_DN208371_c0_g1_i1,OG0039257
Mcav_DN28991_c0_g2_i1,OG0002559
Mcav_DN251415_c0_g1_i1,OG0002558
Mcav_DN48345_c0_g1_i3,OG0002558
Mcav_DN63855_c0_g2_i4,OG0002558
Mcav_DN8698_c0_g2_i1,OG0002557
Mcav_DN8698_c1_g1_i1,OG0002557
Mcav_DN10571_c0_g1_i14,OG0002556
Mcav_DN40293_c0_g1_i7,OG0002555
Mcav_DN19200_c0_g1_i3,OG0002554
Mcav_DN30613_c0_g1_i1,OG0002554
Mcav_DN35599_c1_g1_i3,OG0002553
Mcav_DN35599_c1_g1_i3,OG0002553
Mcav_DN14683_c0_g1_i7,OG0002552
Mcav_DN5529_c0_g1_i10,OG0002552
Mcav_DN50661_c0_g1_i2,OG0002551
Mcav_DN13006_c0_g2_i1,OG0002550
Mcav_DN206793_c0_g1_i1,OG0002550
Mcav_DN54876_c0_g1_i2,OG0024584
Mcav_DN29561_c0_g2_i1,OG0012208
Mcav_DN29603_c1_g1_i1,OG0012209
Mcav_DN30118_c0_g2_i1,OG0012209
Mcav_DN30118_c0_g3_i1,OG0012209
Mcav_DN385309_c0_g1_i1,OG0012209
Mcav_DN73857_c0_g1_i6,OG0012209
Mcav_DN293437_c0_g1_i1,OG0012206
Mcav_DN52801_c0_g2_i5,OG0012206
Mcav_DN294560_c0_g1_i1,OG0012207
Mcav_DN304426_c0_g1_i1,OG0012207
Mcav_DN385828_c0_g1_i1,OG0012207
Mcav_DN293282_c0_g1_i3,OG0012204
Mcav_DN293354_c0_g1_i1,OG0012205
Mcav_DN89466_c0_g1_i1,OG0012205
Mcav_DN293148_c0_g1_i1,OG0012202
Mcav_DN298223_c0_g1_i2,OG0012202
Mcav_DN293229_c0_g1_i1,OG0012203
Mcav_DN47224_c0_g1_i1,OG0012203
Mcav_DN29148_c0_g1_i1,OG0012200
Mcav_DN293009_c0_g1_i1,OG0012201
Mcav_DN19603_c0_g1_i1,OG0013551
Mcav_DN19603_c0_g2_i1,OG0013551
Mcav_DN32160_c0_g1_i1,OG0013550
Mcav_DN36319_c0_g1_i3,OG0013553
Mcav_DN118968_c0_g2_i2,OG0013552
Mcav_DN100601_c1_g1_i4,OG0013555
Mcav_DN291893_c0_g1_i4,OG0013554
Mcav_DN72973_c0_g1_i3,OG0013557
Mcav_DN298662_c0_g1_i1,OG0013556
Mcav_DN43463_c0_g1_i3,OG0013559
Mcav_DN25101_c0_g1_i1,OG0013558
Mcav_DN27227_c0_g2_i4,OG0019779
Mcav_DN5844_c0_g1_i5,OG0024581
Mcav_DN20653_c1_g1_i6,OG0029482
Mcav_DN386157_c0_g1_i1,OG0029482
Mcav_DN24209_c0_g2_i1,OG0005951
Mcav_DN116220_c0_g2_i1,OG0024582
Mcav_DN20656_c0_g3_i2,OG0029483
Mcav_DN44270_c0_g1_i2,OG0024583
Mcav_DN20645_c0_g1_i4,OG0029480
Mcav_DN208347_c0_g1_i1,OG0039255
0,OG0046062
0,OG0046061
Mcav_DN20652_c0_g1_i1,OG0029481
0,OG0046067
0,OG0046066
0,OG0046065
0,OG0046064
Mcav_DN206742_c0_g1_i1,OG0029486
0,OG0046069
0,OG0046068
0,OG0046156
Mcav_DN206935_c0_g1_i1,OG0029487
Mcav_DN244214_c0_g1_i1,OG0039851
Mcav_DN20666_c0_g1_i2,OG0029484
Mcav_DN206688_c0_g1_i1,OG0029485
Mcav_DN195335_c0_g1_i1,OG0019771
Mcav_DN65655_c0_g1_i1,OG0019770
Mcav_DN25966_c0_g1_i2,OG0029989
Mcav_DN25958_c1_g1_i19,OG0029988
Mcav_DN25944_c0_g2_i7,OG0029987
Mcav_DN18963_c0_g1_i5,OG0009608
Mcav_DN243361_c0_g1_i1,OG0009609
Mcav_DN302265_c0_g1_i1,OG0009609
Mcav_DN338284_c0_g1_i1,OG0009609
Mcav_DN30897_c0_g5_i1,OG0009606
0,OG0009607
Mcav_DN32984_c0_g1_i10,OG0009604
Mcav_DN101798_c0_g1_i1,OG0009605
Mcav_DN352688_c0_g1_i2,OG0009602
0,OG0009603
0,OG0009600
Mcav_DN12851_c0_g1_i6,OG0009601
Mcav_DN4196_c0_g1_i1,OG0009601
Mcav_DN4196_c0_g2_i2,OG0009601
Mcav_DN209023_c0_g1_i1,OG0029509
Mcav_DN208_c0_g1_i2,OG0029508
Mcav_DN20863_c0_g1_i1,OG0029503
Mcav_DN208440_c0_g1_i1,OG0029502
Mcav_DN208304_c0_g1_i1,OG0029501
Mcav_DN20825_c1_g1_i1,OG0029500
Mcav_DN353422_c0_g1_i1,OG0029500
Mcav_DN208989_c0_g1_i1,OG0029507
Mcav_DN20887_c0_g2_i3,OG0029506
Mcav_DN20875_c0_g1_i1,OG0029505
Mcav_DN20868_c0_g2_i1,OG0029504
Mcav_DN258842_c0_g1_i1,OG0029981
Mcav_DN25863_c0_g1_i16,OG0029980
Mcav_DN53237_c0_g2_i1,OG0044020
Mcav_DN244284_c0_g1_i1,OG0039854
Mcav_DN20813_c0_g2_i1,OG0039251
Mcav_DN244296_c0_g1_i1,OG0039855
Mcav_DN7252_c0_g2_i1,OG0003389
Mcav_DN31051_c0_g1_i5,OG0003388
Mcav_DN18598_c0_g1_i9,OG0016002
0,OG0016003
Mcav_DN10250_c0_g1_i10,OG0016004
Mcav_DN80607_c3_g1_i3,OG0016004
0,OG0016005
0,OG0016006
Mcav_DN54821_c0_g2_i8,OG0016007
0,OG0016008
0,OG0016009
0,OG0003383
Mcav_DN10635_c0_g1_i3,OG0003382
Mcav_DN10635_c0_g1_i3,OG0003382
Mcav_DN196294_c0_g1_i1,OG0003385
Mcav_DN305181_c0_g1_i1,OG0003385
Mcav_DN20427_c0_g1_i1,OG0003384
Mcav_DN247328_c0_g1_i1,OG0003387
Mcav_DN5915_c0_g1_i14,OG0003387
Mcav_DN29020_c0_g1_i1,OG0003386
Mcav_DN77437_c0_g1_i4,OG0003386
Mcav_DN117657_c0_g1_i3,OG0036655
Mcav_DN10499_c0_g1_i2,OG0036351
0,OG0033570
Mcav_DN4049_c0_g2_i1,OG0008951
Mcav_DN6239_c1_g1_i1,OG0008951
Mcav_DN3005_c0_g1_i3,OG0008950
Mcav_DN24151_c0_g1_i20,OG0008953
Mcav_DN202676_c0_g1_i1,OG0008952
Mcav_DN25777_c0_g1_i3,OG0008955
Mcav_DN54634_c0_g1_i9,OG0008954
Mcav_DN54634_c0_g1_i9,OG0008954
Mcav_DN25413_c0_g1_i2,OG0008957
Mcav_DN38374_c0_g1_i2,OG0008956
Mcav_DN79508_c1_g1_i1,OG0008959
Mcav_DN26150_c0_g1_i10,OG0008958
Mcav_DN208494_c0_g1_i1,OG0039259
Mcav_DN14278_c0_g1_i1,OG0028678
Mcav_DN14280_c0_g1_i1,OG0028679
0,OG0026218
0,OG0026219
0,OG0026216
Mcav_DN220343_c0_g1_i1,OG0026217
Mcav_DN151635_c0_g1_i1,OG0026214
Mcav_DN194862_c0_g1_i1,OG0026215
Mcav_DN36352_c0_g3_i1,OG0026212
0,OG0026213
0,OG0026210
0,OG0026211
Mcav_DN93996_c0_g1_i4,OG0025741
Mcav_DN129482_c0_g1_i2,OG0025740
0,OG0025743
Mcav_DN204315_c0_g1_i2,OG0025742
Mcav_DN169699_c0_g1_i1,OG0025745
0,OG0025744
Mcav_DN837_c2_g2_i1,OG0025747
Mcav_DN117357_c0_g1_i2,OG0022873
Mcav_DN60414_c0_g1_i1,OG0025749
Mcav_DN42262_c0_g1_i3,OG0025748
Mcav_DN150543_c0_g1_i1,OG0017663
Mcav_DN40758_c0_g1_i10,OG0017662
Mcav_DN275120_c0_g1_i1,OG0017661
Mcav_DN392068_c0_g1_i1,OG0017661
Mcav_DN245194_c0_g1_i2,OG0017660
Mcav_DN152448_c0_g1_i1,OG0017667
Mcav_DN176676_c0_g1_i1,OG0017666
Mcav_DN317387_c0_g1_i1,OG0017666
Mcav_DN152536_c0_g1_i1,OG0017665
Mcav_DN11156_c0_g1_i1,OG0017664
Mcav_DN389069_c0_g1_i1,OG0017669
Mcav_DN412557_c0_g1_i1,OG0017669
Mcav_DN69802_c0_g1_i1,OG0017668
Mcav_DN355785_c0_g1_i1,OG0019768
Mcav_DN300383_c0_g1_i1,OG0023592
Mcav_DN140019_c0_g1_i1,OG0023593
Mcav_DN31124_c0_g1_i2,OG0023590
Mcav_DN26331_c0_g2_i1,OG0023591
Mcav_DN144888_c0_g1_i1,OG0023596
Mcav_DN16288_c0_g1_i1,OG0023597
Mcav_DN48852_c0_g1_i3,OG0023594
Mcav_DN61328_c0_g1_i3,OG0023595
Mcav_DN101812_c0_g1_i1,OG0023598
Mcav_DN66949_c0_g1_i2,OG0023599
Mcav_DN144041_c0_g1_i1,OG0019769
0,OG0022245
Mcav_DN23216_c0_g1_i3,OG0022244
Mcav_DN47286_c0_g2_i1,OG0022247
Mcav_DN146375_c0_g1_i1,OG0022246
Mcav_DN129788_c0_g1_i1,OG0022241
Mcav_DN254545_c0_g1_i1,OG0022240
Mcav_DN46421_c0_g1_i1,OG0022243
Mcav_DN49172_c0_g1_i4,OG0022242
Mcav_DN340686_c0_g1_i1,OG0022249
Mcav_DN47336_c0_g1_i2,OG0022248
Mcav_DN11791_c0_g1_i1,OG0025299
Mcav_DN251756_c0_g1_i1,OG0025298
Mcav_DN10936_c0_g1_i25,OG0011849
Mcav_DN4663_c1_g1_i12,OG0011849
Mcav_DN108668_c0_g1_i2,OG0011848
Mcav_DN153523_c0_g1_i1,OG0011848
Mcav_DN106418_c0_g1_i1,OG0011841
Mcav_DN23066_c0_g1_i20,OG0011841
Mcav_DN40338_c4_g1_i1,OG0011841
Mcav_DN106091_c1_g1_i2,OG0011840
Mcav_DN1073_c0_g3_i1,OG0011843
Mcav_DN2654_c0_g1_i1,OG0011843
Mcav_DN106_c9_g1_i8,OG0011842
Mcav_DN10785_c0_g1_i8,OG0011845
Mcav_DN10785_c0_g2_i12,OG0011845
Mcav_DN107549_c0_g2_i1,OG0011844
Mcav_DN27658_c1_g2_i1,OG0011844
Mcav_DN366773_c0_g1_i1,OG0011844
Mcav_DN108603_c0_g1_i2,OG0011847
Mcav_DN10836_c0_g1_i1,OG0011846
Mcav_DN1127_c0_g2_i1,OG0011846
Mcav_DN118286_c0_g1_i4,OG0027571
Mcav_DN24303_c0_g1_i1,OG0027577
Mcav_DN28163_c0_g2_i1,OG0014312
Mcav_DN37461_c0_g2_i1,OG0014313
Mcav_DN53729_c0_g1_i1,OG0014310
Mcav_DN53729_c1_g1_i3,OG0014310
Mcav_DN89310_c0_g2_i7,OG0019547
Mcav_DN41105_c0_g1_i2,OG0014316
Mcav_DN41105_c0_g2_i1,OG0014316
Mcav_DN37916_c0_g3_i1,OG0014317
Mcav_DN8780_c1_g1_i1,OG0019542
Mcav_DN8837_c0_g1_i2,OG0019543
Mcav_DN85628_c0_g1_i1,OG0014318
Mcav_DN24603_c0_g2_i2,OG0014319
Mcav_DN8938_c0_g1_i4,OG0019548
Mcav_DN89571_c0_g2_i1,OG0019549
0,OG0046056
Mcav_DN101265_c0_g2_i1,OG0024166
Mcav_DN18872_c0_g1_i5,OG0024167
Mcav_DN170_c0_g4_i1,OG0024164
Mcav_DN247576_c0_g1_i1,OG0024165
Mcav_DN117228_c0_g1_i1,OG0024162
0,OG0024163
Mcav_DN90672_c0_g1_i2,OG0024160
Mcav_DN66453_c0_g1_i13,OG0024161
0,OG0046057
Mcav_DN11742_c0_g2_i1,OG0024168
Mcav_DN24437_c0_g5_i1,OG0023470
Mcav_DN199414_c0_g1_i1,OG0021538
Mcav_DN78377_c0_g1_i2,OG0021539
Mcav_DN100846_c0_g1_i1,OG0021536
Mcav_DN298418_c0_g1_i1,OG0021537
Mcav_DN195407_c0_g1_i1,OG0021534
Mcav_DN27237_c0_g1_i1,OG0021535
Mcav_DN7726_c0_g1_i1,OG0021532
Mcav_DN42974_c0_g1_i1,OG0021533
Mcav_DN212161_c0_g1_i1,OG0021530
0,OG0021531
0,OG0046054
Mcav_DN395003_c0_g1_i1,OG0042846
Mcav_DN259316_c0_g1_i1,OG0029986
0,OG0046055
Mcav_DN246610_c0_g1_i3,OG0039965
Mcav_DN25914_c0_g2_i7,OG0029985
0,OG0046052
Mcav_DN19979_c0_g2_i1,OG0033321
Mcav_DN246570_c0_g1_i1,OG0039963
Mcav_DN25891_c0_g2_i4,OG0029984
0,OG0046053
Mcav_DN44320_c0_g2_i1,OG0031128
Mcav_DN44320_c0_g3_i2,OG0031128
Mcav_DN44407_c0_g1_i1,OG0031129
0,OG0047079
0,OG0047078
Mcav_DN44182_c0_g1_i1,OG0031120
Mcav_DN44193_c0_g1_i8,OG0031121
Mcav_DN44233_c0_g2_i2,OG0031122
Mcav_DN44248_c0_g1_i2,OG0031123
Mcav_DN44248_c0_g2_i1,OG0031123
Mcav_DN44252_c0_g1_i1,OG0031124
Mcav_DN44284_c0_g1_i1,OG0031125
Mcav_DN44299_c0_g3_i1,OG0031126
Mcav_DN4431_c0_g1_i1,OG0031127
Mcav_DN93795_c0_g1_i2,OG0020661
Mcav_DN70200_c0_g1_i1,OG0020660
Mcav_DN85014_c0_g1_i1,OG0020663
Mcav_DN1905_c0_g1_i1,OG0020662
Mcav_DN309940_c0_g1_i1,OG0020665
Mcav_DN40853_c0_g1_i1,OG0020664
Mcav_DN52695_c0_g1_i1,OG0020667
Mcav_DN23911_c0_g1_i2,OG0020666
Mcav_DN339936_c0_g1_i1,OG0020669
Mcav_DN193687_c0_g1_i1,OG0020668
Mcav_DN25888_c0_g1_i8,OG0029982
0,OG0046051
0,OG0046308
0,OG0046309
Mcav_DN144794_c0_g1_i2,OG0037409
Mcav_DN144778_c0_g1_i1,OG0037408
Mcav_DN144725_c0_g1_i1,OG0037405
Mcav_DN14467_c0_g2_i2,OG0037404
Mcav_DN144759_c0_g1_i1,OG0037407
Mcav_DN144740_c0_g1_i1,OG0037406
Mcav_DN144660_c0_g1_i1,OG0037401
Mcav_DN144657_c0_g1_i2,OG0037400
Mcav_DN144675_c0_g1_i1,OG0037403
Mcav_DN144666_c0_g1_i1,OG0037402
Mcav_DN21684_c0_g1_i2,OG0005729
Mcav_DN4651_c0_g2_i1,OG0005729
Mcav_DN250902_c0_g1_i1,OG0005728
Mcav_DN19469_c2_g1_i2,OG0005725
Mcav_DN27180_c0_g1_i1,OG0005724
Mcav_DN27180_c0_g2_i2,OG0005724
Mcav_DN30419_c0_g1_i5,OG0005727
Mcav_DN402494_c0_g1_i1,OG0005726
Mcav_DN4305_c0_g1_i1,OG0005726
Mcav_DN85530_c1_g1_i1,OG0005726
Mcav_DN135_c2_g1_i2,OG0005721
Mcav_DN12428_c2_g1_i4,OG0005720
Mcav_DN32264_c0_g2_i3,OG0005723
