Orthogroup,Contig
OG0029779,Ofav_DN3560_c0_g2_i1.p1
OG0029774,Ofav_DN48600_c0_g1_i1.p1
OG0029775,Ofav_DN30957_c0_g1_i1.p1
OG0029776,Ofav_DN53961_c0_g1_i2.p1
OG0029777,Ofav_DN68545_c0_g1_i1.p1
OG0029770,Ofav_DN68529_c0_g1_i1.p1
OG0029771,Ofav_DN160060_c0_g1_i1.p1
OG0029772,Ofav_DN41868_c0_g1_i1.p1
OG0029773,Ofav_DN55801_c0_g1_i3.p1
OG0016349,Ofav_DN1821_c0_g2_i1.p1
OG0016349,Ofav_DN75002_c0_g2_i1.p2
OG0016348,0
OG0016347,Ofav_DN14541_c0_g1_i3.p1
OG0016346,0
OG0016345,0
OG0016344,Ofav_DN13262_c2_g1_i1.p1
OG0016343,0
OG0016342,Ofav_DN371_c6_g1_i7.p2
OG0016341,Ofav_DN45541_c3_g1_i2.p1
OG0016341,Ofav_DN68661_c0_g1_i2.p1
OG0016340,Ofav_DN61909_c0_g1_i3.p1
OG0022716,Ofav_DN467341_c0_g1_i1.p1
OG0015607,Ofav_DN27403_c0_g1_i1.p2
OG0015606,0
OG0015605,0
OG0015604,Ofav_DN36926_c0_g2_i1.p1
OG0015603,0
OG0015602,Ofav_DN149589_c0_g1_i1.p1
OG0015601,0
OG0015600,Ofav_DN337108_c0_g1_i1.p1
OG0046838,0
OG0046839,0
OG0015609,Ofav_DN22082_c0_g1_i2.p1
OG0015608,Ofav_DN23588_c0_g1_i4.p1
OG0028799,Ofav_DN3106_c0_g1_i1.p1
OG0028798,Ofav_DN78303_c0_g1_i4.p1
OG0028798,Ofav_DN78303_c0_g2_i1.p1
OG0026339,Ofav_DN147925_c0_g1_i1.p1
OG0026338,0
OG0026335,0
OG0026334,0
OG0026337,0
OG0026336,Ofav_DN375798_c0_g1_i1.p1
OG0026331,0
OG0026330,0
OG0026333,0
OG0026332,Ofav_DN53705_c0_g1_i9.p1
OG0025688,Ofav_DN45147_c0_g2_i1.p1
OG0025689,Ofav_DN49514_c0_g1_i1.p1
OG0025684,0
OG0025685,0
OG0025686,0
OG0025687,0
OG0025680,Ofav_DN38299_c0_g2_i10.p1
OG0025681,0
OG0025682,0
OG0025683,0
OG0046428,Ofav_DN98994_c0_g1_i1.p1
OG0017768,Ofav_DN19834_c0_g1_i19.p1
OG0017768,Ofav_DN19834_c0_g1_i19.p2
OG0017769,Ofav_DN16653_c0_g1_i1.p1
OG0017766,Ofav_DN29333_c0_g5_i1.p1
OG0017766,Ofav_DN79292_c0_g2_i1.p1
OG0017767,Ofav_DN177664_c0_g1_i1.p1
OG0017767,Ofav_DN379129_c0_g1_i1.p1
OG0017764,0
OG0017765,Ofav_DN46304_c1_g2_i1.p1
OG0017762,Ofav_DN26456_c0_g2_i2.p1
OG0017762,Ofav_DN26456_c0_g3_i1.p1
OG0017763,Ofav_DN261894_c0_g1_i1.p1
OG0017763,Ofav_DN334271_c0_g1_i1.p1
OG0017760,Ofav_DN436551_c0_g1_i1.p1
OG0017761,Ofav_DN48679_c0_g3_i1.p1
OG0026483,0
OG0026482,0
OG0026481,0
OG0026480,0
OG0026487,0
OG0026486,0
OG0026485,0
OG0026484,0
OG0028427,Ofav_DN79363_c5_g1_i1.p1
OG0028426,0
OG0026489,Ofav_DN10151_c0_g2_i5.p1
OG0026488,0
OG0028423,Ofav_DN54169_c3_g2_i4.p1
OG0028422,Ofav_DN25406_c0_g1_i1.p2
OG0028421,Ofav_DN14436_c0_g1_i2.p1
OG0028420,Ofav_DN34981_c0_g1_i9.p1
OG0022300,Ofav_DN126309_c0_g1_i5.p2
OG0022301,Ofav_DN206412_c0_g1_i1.p1
OG0022302,0
OG0022303,Ofav_DN43002_c0_g1_i2.p1
OG0022304,Ofav_DN93490_c0_g1_i1.p1
OG0022305,Ofav_DN86094_c0_g1_i2.p1
OG0022306,Ofav_DN49302_c0_g1_i1.p1
OG0022307,Ofav_DN338444_c0_g1_i1.p1
OG0022308,0
OG0022309,Ofav_DN37494_c0_g1_i6.p3
OG0046424,Ofav_DN94534_c0_g2_i5.p1
OG0040458,Ofav_DN89986_c0_g1_i1.p1
OG0044238,Ofav_DN32417_c0_g1_i1.p1
OG0044239,Ofav_DN56827_c0_g1_i7.p1
OG0014231,Ofav_DN229266_c0_g1_i1.p1
OG0014231,Ofav_DN267793_c0_g1_i1.p1
OG0019602,Ofav_DN332345_c0_g1_i1.p1
OG0019602,Ofav_DN48543_c0_g1_i1.p1
OG0014233,Ofav_DN2984_c0_g2_i1.p1
OG0019600,Ofav_DN321662_c0_g1_i1.p1
OG0019600,Ofav_DN39463_c1_g1_i1.p1
OG0019607,Ofav_DN38175_c0_g2_i2.p1
OG0019606,Ofav_DN377784_c0_g1_i1.p1
OG0019605,Ofav_DN363230_c0_g1_i1.p1
OG0019605,Ofav_DN438331_c0_g1_i1.p1
OG0019605,Ofav_DN62762_c0_g1_i2.p1
OG0019605,Ofav_DN62762_c0_g2_i2.p1
OG0014236,Ofav_DN142949_c0_g1_i1.p1
OG0014239,Ofav_DN61848_c0_g2_i1.p1
OG0014238,Ofav_DN158637_c0_g1_i1.p1
OG0019609,Ofav_DN393744_c0_g1_i1.p1
OG0019609,Ofav_DN412146_c0_g1_i1.p1
OG0019608,Ofav_DN38580_c0_g1_i6.p2
OG0041701,Ofav_DN49657_c0_g1_i2.p3
OG0044234,Ofav_DN148972_c0_g1_i3.p1
OG0041700,Ofav_DN49657_c0_g1_i2.p1
OG0044235,Ofav_DN13857_c0_g1_i15.p4
OG0041707,Ofav_DN84161_c0_g1_i1.p1
OG0044236,Ofav_DN18550_c0_g1_i2.p1
OG0041706,Ofav_DN317938_c0_g1_i1.p1
OG0036529,Ofav_DN125560_c0_g1_i1.p1
OG0044237,Ofav_DN25477_c0_g1_i1.p1
OG0041705,Ofav_DN92572_c0_g3_i1.p1
OG0036528,Ofav_DN149178_c0_g1_i1.p1
OG0044230,Ofav_DN56981_c0_g1_i2.p1
OG0041704,Ofav_DN64467_c0_g1_i1.p1
OG0044231,Ofav_DN290163_c0_g1_i1.p2
OG0024225,Ofav_DN49341_c1_g1_i10.p1
OG0024224,Ofav_DN24768_c0_g1_i4.p1
OG0024227,Ofav_DN12779_c0_g1_i7.p1
OG0024226,Ofav_DN387156_c0_g1_i1.p1
OG0024221,Ofav_DN4937_c0_g1_i5.p1
OG0024220,Ofav_DN32591_c0_g2_i1.p1
OG0024223,Ofav_DN69609_c0_g1_i1.p1
OG0024222,Ofav_DN3050_c0_g1_i1.p1
OG0044233,Ofav_DN34800_c0_g1_i3.p1
OG0024229,Ofav_DN32665_c0_g1_i14.p1
OG0024228,0
OG0030134,Ofav_DN28196_c0_g1_i1.p1
OG0030135,Ofav_DN64957_c0_g1_i1.p1
OG0030136,Ofav_DN10029_c0_g1_i3.p1
OG0030137,Ofav_DN126917_c0_g1_i2.p1
OG0030130,Ofav_DN72811_c0_g1_i10.p1
OG0030131,Ofav_DN10994_c0_g3_i1.p1
OG0030132,Ofav_DN32137_c0_g1_i8.p2
OG0030132,Ofav_DN32137_c0_g1_i8.p3
OG0030133,Ofav_DN6260_c0_g1_i2.p1
OG0030138,Ofav_DN26760_c0_g1_i10.p1
OG0030139,Ofav_DN24735_c0_g1_i3.p1
OG0036521,Ofav_DN29135_c0_g2_i4.p1
OG0046294,Ofav_DN372933_c0_g1_i1.p1
OG0036525,Ofav_DN125230_c0_g1_i1.p1
OG0038379,Ofav_DN49355_c0_g1_i1.p1
OG0036524,Ofav_DN39460_c0_g1_i1.p2
OG0021763,0
OG0021762,Ofav_DN32223_c0_g1_i1.p1
OG0021761,Ofav_DN68670_c0_g1_i1.p1
OG0021760,Ofav_DN69945_c0_g1_i2.p1
OG0021767,Ofav_DN12916_c0_g1_i3.p2
OG0021766,0
OG0021765,Ofav_DN30507_c0_g2_i1.p1
OG0021764,Ofav_DN152965_c0_g1_i1.p1
OG0021769,Ofav_DN214106_c0_g1_i1.p1
OG0021768,Ofav_DN170156_c0_g1_i1.p1
OG0038373,Ofav_DN11070_c0_g1_i3.p1
OG0015180,Ofav_DN51844_c0_g2_i1.p1
OG0015181,Ofav_DN38372_c0_g1_i4.p1
OG0015182,Ofav_DN33056_c0_g1_i1.p1
OG0015183,Ofav_DN150628_c0_g1_i2.p1
OG0015184,Ofav_DN11747_c0_g1_i1.p1
OG0015185,Ofav_DN45860_c0_g1_i2.p1
OG0015186,Ofav_DN12639_c0_g1_i3.p3
OG0015187,Ofav_DN11206_c0_g1_i3.p1
OG0015187,Ofav_DN67251_c0_g2_i1.p1
OG0015188,Ofav_DN30978_c0_g1_i3.p1
OG0015189,Ofav_DN43291_c0_g3_i1.p1
OG0039420,Ofav_DN226975_c0_g1_i1.p1
OG0039422,Ofav_DN23145_c0_g1_i39.p2
OG0023949,0
OG0023948,Ofav_DN65245_c0_g1_i3.p1
OG0023941,0
OG0023940,Ofav_DN70573_c1_g1_i1.p1
OG0023943,Ofav_DN233309_c0_g1_i1.p1
OG0023942,Ofav_DN319457_c0_g1_i1.p1
OG0023945,Ofav_DN22093_c0_g1_i1.p1
OG0023944,Ofav_DN61629_c0_g1_i3.p1
OG0023947,0
OG0023946,Ofav_DN70267_c0_g1_i3.p1
OG0031667,Ofav_DN44823_c0_g2_i1.p1
OG0031666,Ofav_DN32533_c0_g1_i1.p1
OG0031665,Ofav_DN113154_c0_g1_i7.p1
OG0031664,Ofav_DN5063_c0_g4_i2.p1
OG0031664,Ofav_DN5063_c0_g5_i2.p2
OG0031663,Ofav_DN32136_c0_g2_i1.p1
OG0031662,Ofav_DN22212_c0_g2_i1.p1
OG0031661,Ofav_DN15884_c0_g1_i2.p1
OG0031660,Ofav_DN18523_c0_g2_i4.p1
OG0039410,Ofav_DN112360_c0_g1_i2.p1
OG0039411,0
OG0039412,Ofav_DN34881_c0_g1_i1.p1
OG0033535,0
OG0039414,0
OG0039415,Ofav_DN7987_c0_g1_i1.p1
OG0031669,Ofav_DN30294_c0_g1_i1.p1
OG0031668,Ofav_DN35703_c0_g1_i16.p2
OG0039934,Ofav_DN321551_c0_g1_i1.p1
OG0040799,Ofav_DN61339_c0_g1_i2.p1
OG0033534,0
OG0040798,Ofav_DN69625_c0_g1_i8.p1
OG0020412,Ofav_DN324787_c0_g1_i1.p1
OG0020413,Ofav_DN27904_c0_g1_i10.p1
OG0020410,Ofav_DN20999_c0_g3_i1.p1
OG0020411,Ofav_DN383143_c0_g1_i1.p1
OG0020416,Ofav_DN48586_c0_g1_i2.p1
OG0020417,Ofav_DN380169_c0_g1_i1.p1
OG0020414,Ofav_DN214920_c0_g1_i1.p1
OG0020415,Ofav_DN30207_c0_g1_i2.p1
OG0020418,Ofav_DN93733_c0_g1_i1.p1
OG0020419,Ofav_DN48759_c1_g1_i1.p1
OG0036959,Ofav_DN78018_c0_g1_i7.p1
OG0026818,0
OG0026819,0
OG0029241,0
OG0026810,0
OG0026811,0
OG0026812,Ofav_DN215064_c0_g1_i1.p1
OG0026813,0
OG0026814,0
OG0026815,0
OG0026816,0
OG0026817,0
OG0029243,Ofav_DN31295_c0_g1_i12.p1
OG0029244,Ofav_DN111081_c0_g1_i1.p1
OG0029245,Ofav_DN37294_c0_g1_i1.p1
OG0037548,Ofav_DN127116_c0_g1_i2.p1
OG0037549,Ofav_DN22898_c0_g1_i5.p3
OG0029246,Ofav_DN18541_c0_g1_i1.p1
OG0037540,Ofav_DN29934_c0_g1_i4.p1
OG0037541,Ofav_DN444147_c0_g1_i1.p1
OG0037542,0
OG0029247,Ofav_DN20395_c0_g1_i1.p1
OG0037544,Ofav_DN344950_c0_g1_i1.p1
OG0037545,Ofav_DN210610_c0_g1_i1.p1
OG0037546,Ofav_DN111335_c0_g1_i5.p1
OG0037547,Ofav_DN33196_c0_g1_i3.p1
OG0005558,Ofav_DN17926_c2_g1_i5.p1
OG0005559,Ofav_DN6700_c0_g1_i2.p1
OG0005556,Ofav_DN6061_c0_g1_i6.p1
OG0005557,0
OG0005554,Ofav_DN76089_c0_g1_i12.p1
OG0005555,Ofav_DN54327_c0_g1_i2.p1
OG0005555,Ofav_DN54327_c0_g1_i2.p2
OG0005552,Ofav_DN24695_c0_g2_i3.p1
OG0005552,Ofav_DN8941_c0_g3_i1.p1
OG0005553,0
OG0005550,Ofav_DN2416_c0_g1_i2.p1
OG0005550,Ofav_DN7896_c0_g1_i3.p1
OG0005551,Ofav_DN277569_c0_g1_i1.p1
OG0005551,Ofav_DN78586_c0_g1_i1.p1
OG0001248,Ofav_DN22452_c0_g1_i1.p1
OG0001248,Ofav_DN31481_c0_g1_i1.p1
OG0001248,Ofav_DN87845_c0_g1_i1.p1
OG0001249,0
OG0001246,0
OG0001247,Ofav_DN394055_c0_g1_i1.p2
OG0001247,Ofav_DN60827_c0_g1_i5.p1
OG0001247,Ofav_DN60827_c0_g1_i5.p2
OG0001247,Ofav_DN66791_c0_g1_i1.p2
OG0001247,Ofav_DN8135_c0_g1_i6.p2
OG0001244,Ofav_DN118411_c0_g1_i1.p1
OG0001244,Ofav_DN17162_c0_g1_i1.p1
OG0001244,Ofav_DN26865_c0_g1_i1.p1
OG0001244,Ofav_DN26865_c0_g2_i1.p1
OG0001245,0
OG0001242,Ofav_DN18467_c0_g1_i6.p1
OG0001242,Ofav_DN18467_c0_g2_i8.p2
OG0001242,Ofav_DN23859_c0_g1_i1.p1
OG0001242,Ofav_DN32053_c0_g1_i1.p1
OG0001243,0
OG0001240,Ofav_DN10036_c0_g2_i5.p1
OG0001240,Ofav_DN23158_c0_g1_i12.p1
OG0001240,Ofav_DN2316_c2_g1_i10.p1
OG0001240,Ofav_DN56590_c0_g1_i1.p1
OG0001241,0
OG0045524,Ofav_DN2555_c0_g1_i1.p1
OG0025891,0
OG0025890,0
OG0025893,0
OG0025892,Ofav_DN343410_c0_g1_i1.p1
OG0025895,0
OG0025894,0
OG0025897,Ofav_DN5872_c0_g2_i1.p1
OG0025896,0
OG0025899,0
OG0025898,0
OG0004201,Ofav_DN216955_c0_g1_i1.p1
OG0004201,Ofav_DN464639_c0_g1_i1.p1
OG0004201,Ofav_DN61285_c0_g1_i2.p1
OG0004200,Ofav_DN1631_c0_g4_i5.p2
OG0004200,Ofav_DN3552_c0_g1_i10.p3
OG0004203,Ofav_DN24525_c1_g1_i1.p2
OG0004203,Ofav_DN326072_c0_g1_i1.p1
OG0004202,Ofav_DN27478_c0_g1_i1.p1
OG0004202,Ofav_DN30086_c0_g1_i2.p1
OG0004205,Ofav_DN26491_c0_g1_i4.p1
OG0004204,Ofav_DN131506_c0_g2_i1.p1
OG0004204,Ofav_DN39287_c0_g1_i1.p1
OG0004204,Ofav_DN61597_c0_g1_i1.p1
OG0004207,Ofav_DN106378_c0_g1_i1.p1
OG0004206,Ofav_DN10015_c0_g1_i7.p1
OG0004209,0
OG0004208,0
OG0018219,Ofav_DN26403_c0_g2_i2.p1
OG0018218,Ofav_DN49648_c0_g1_i4.p1
OG0018213,Ofav_DN10869_c1_g4_i1.p1
OG0018213,Ofav_DN43607_c0_g1_i4.p1
OG0018212,Ofav_DN26932_c0_g1_i2.p1
OG0018211,Ofav_DN37475_c0_g1_i5.p1
OG0018211,Ofav_DN49429_c0_g1_i12.p1
OG0018210,0
OG0018217,0
OG0018216,0
OG0018215,Ofav_DN222405_c0_g1_i1.p2
OG0018215,Ofav_DN264730_c0_g1_i1.p1
OG0018214,Ofav_DN68343_c0_g1_i6.p1
OG0007954,Ofav_DN269550_c0_g1_i1.p2
OG0007955,Ofav_DN432219_c0_g1_i1.p1
OG0007955,Ofav_DN53754_c0_g1_i1.p1
OG0007956,Ofav_DN428258_c0_g1_i1.p1
OG0007956,Ofav_DN46601_c0_g1_i3.p2
OG0007957,Ofav_DN30263_c0_g1_i5.p1
OG0007950,Ofav_DN138437_c0_g1_i1.p1
OG0007950,Ofav_DN213678_c0_g1_i1.p1
OG0007951,Ofav_DN178588_c0_g1_i1.p1
OG0007951,Ofav_DN229119_c0_g1_i1.p1
OG0007952,0
OG0007953,Ofav_DN223899_c0_g1_i1.p1
OG0007958,Ofav_DN48639_c0_g1_i1.p1
OG0007959,0
OG0034158,0
OG0034159,0
OG0034156,0
OG0034157,0
OG0034154,0
OG0034155,0
OG0034152,0
OG0034153,0
OG0034150,0
OG0034151,0
OG0019168,Ofav_DN319351_c0_g1_i1.p1
OG0019168,Ofav_DN39618_c1_g1_i1.p1
OG0019169,Ofav_DN20410_c0_g1_i1.p1
OG0019169,Ofav_DN205496_c0_g1_i3.p1
OG0019162,Ofav_DN32293_c0_g1_i1.p1
OG0019163,Ofav_DN175114_c0_g1_i1.p1
OG0019163,Ofav_DN54239_c0_g1_i1.p1
OG0019160,Ofav_DN403242_c0_g1_i1.p1
OG0019161,Ofav_DN21442_c1_g1_i10.p1
OG0019166,Ofav_DN135321_c1_g1_i2.p1
OG0019167,0
OG0019164,0
OG0019165,Ofav_DN29408_c0_g1_i4.p1
OG0043464,Ofav_DN20684_c0_g1_i2.p1
OG0043465,Ofav_DN38647_c0_g1_i5.p1
OG0043466,Ofav_DN125735_c0_g2_i1.p1
OG0043467,Ofav_DN15383_c0_g1_i2.p1
OG0043460,Ofav_DN35841_c0_g1_i2.p1
OG0043461,Ofav_DN264222_c0_g1_i1.p1
OG0043462,Ofav_DN9261_c0_g2_i1.p1
OG0021142,Ofav_DN276105_c0_g1_i1.p1
OG0043468,Ofav_DN120162_c0_g2_i1.p1
OG0043469,Ofav_DN21685_c0_g1_i2.p1
OG0030279,Ofav_DN429449_c0_g1_i1.p1
OG0030278,Ofav_DN377512_c0_g1_i3.p1
OG0030277,Ofav_DN34835_c0_g1_i1.p1
OG0030276,Ofav_DN9574_c0_g1_i8.p1
OG0030275,Ofav_DN70149_c0_g1_i1.p1
OG0030274,Ofav_DN11784_c2_g1_i4.p1
OG0030273,Ofav_DN25777_c0_g2_i1.p1
OG0030272,Ofav_DN34806_c0_g1_i11.p1
OG0030271,Ofav_DN211243_c0_g1_i1.p1
OG0030270,Ofav_DN125569_c0_g1_i1.p1
OG0043176,Ofav_DN433265_c0_g1_i1.p1
OG0021144,Ofav_DN3434_c0_g1_i1.p1
OG0002203,Ofav_DN80307_c1_g1_i2.p1
OG0002202,Ofav_DN142887_c0_g1_i1.p1
OG0002202,Ofav_DN248015_c0_g1_i1.p2
OG0002201,Ofav_DN477671_c0_g1_i1.p1
OG0002200,Ofav_DN354142_c0_g1_i1.p2
OG0002200,Ofav_DN41010_c0_g1_i1.p1
OG0002200,Ofav_DN467930_c0_g1_i1.p2
OG0002207,0
OG0002206,Ofav_DN25351_c0_g1_i13.p1
OG0002205,0
OG0002204,0
OG0002209,Ofav_DN17330_c0_g1_i1.p1
OG0002209,Ofav_DN35815_c0_g1_i4.p1
OG0002209,Ofav_DN47609_c0_g1_i8.p1
OG0002208,0
OG0021408,Ofav_DN111242_c0_g1_i2.p1
OG0021409,Ofav_DN6509_c0_g1_i1.p1
OG0021402,Ofav_DN262098_c0_g1_i1.p1
OG0021403,Ofav_DN29090_c0_g1_i1.p1
OG0021400,Ofav_DN207805_c0_g1_i2.p1
OG0021401,Ofav_DN85597_c0_g1_i1.p1
OG0021406,Ofav_DN5163_c0_g1_i1.p1
OG0021407,Ofav_DN372781_c0_g1_i1.p1
OG0021404,Ofav_DN94667_c1_g1_i1.p1
OG0021405,Ofav_DN281437_c0_g1_i1.p1
OG0010352,Ofav_DN4897_c1_g1_i10.p1
OG0010353,Ofav_DN3212_c2_g1_i7.p1
OG0010350,Ofav_DN47636_c0_g1_i4.p1
OG0010351,Ofav_DN27084_c0_g2_i2.p1
OG0010356,Ofav_DN47504_c0_g1_i4.p1
OG0010357,Ofav_DN324620_c0_g1_i1.p1
OG0010357,Ofav_DN448688_c0_g1_i1.p1
OG0010354,0
OG0010355,Ofav_DN18195_c1_g1_i2.p1
OG0042737,Ofav_DN9799_c0_g1_i1.p1
OG0042736,Ofav_DN389076_c0_g1_i1.p1
OG0004988,Ofav_DN29975_c0_g1_i6.p1
OG0004988,Ofav_DN65178_c0_g1_i7.p1
OG0004989,Ofav_DN23800_c0_g4_i1.p1
OG0004989,Ofav_DN28824_c0_g3_i1.p1
OG0042733,Ofav_DN268011_c0_g1_i1.p1
OG0042732,Ofav_DN31035_c0_g1_i1.p1
OG0042731,Ofav_DN44203_c0_g1_i1.p2
OG0042730,Ofav_DN110975_c0_g1_i1.p1
OG0004982,Ofav_DN118652_c0_g1_i1.p1
OG0004982,Ofav_DN33384_c0_g1_i1.p1
OG0004983,Ofav_DN22533_c0_g1_i4.p2
OG0004980,Ofav_DN16170_c0_g1_i1.p2
OG0004981,Ofav_DN67335_c0_g1_i2.p1
OG0004986,Ofav_DN21577_c0_g1_i4.p1
OG0004986,Ofav_DN21577_c0_g2_i1.p1
OG0004986,Ofav_DN3487_c11_g1_i2.p1
OG0004987,Ofav_DN47113_c0_g2_i2.p1
OG0004987,Ofav_DN47113_c0_g3_i1.p1
OG0004984,Ofav_DN115775_c0_g1_i1.p1
OG0004984,Ofav_DN392671_c0_g1_i1.p1
OG0004985,Ofav_DN272264_c0_g1_i2.p1
OG0004985,Ofav_DN4652_c0_g1_i1.p1
OG0043600,Ofav_DN23630_c0_g1_i2.p1
OG0040079,Ofav_DN29882_c0_g1_i4.p1
OG0040469,Ofav_DN436929_c0_g1_i1.p1
OG0040468,Ofav_DN34794_c0_g1_i7.p1
OG0043601,Ofav_DN16880_c0_g1_i1.p1
OG0040465,Ofav_DN112439_c0_g1_i2.p1
OG0040464,Ofav_DN85786_c0_g1_i1.p1
OG0040467,Ofav_DN22780_c0_g1_i9.p1
OG0040466,Ofav_DN17145_c0_g1_i2.p1
OG0040461,Ofav_DN33718_c0_g1_i3.p1
OG0040460,Ofav_DN20927_c0_g1_i3.p1
OG0040463,Ofav_DN51868_c0_g2_i1.p1
OG0040462,Ofav_DN7316_c0_g1_i1.p1
OG0043603,Ofav_DN5450_c0_g1_i3.p1
OG0043604,Ofav_DN22861_c0_g1_i9.p1
OG0043605,Ofav_DN41863_c0_g2_i1.p1
OG0043606,Ofav_DN23423_c0_g6_i1.p1
OG0043607,Ofav_DN61415_c0_g1_i1.p1
OG0002975,Ofav_DN16820_c0_g1_i2.p1
OG0002975,Ofav_DN20615_c0_g1_i1.p1
OG0002974,0
OG0002977,Ofav_DN141373_c1_g1_i1.p1
OG0002977,Ofav_DN236827_c0_g1_i1.p1
OG0002977,Ofav_DN282644_c0_g1_i1.p1
OG0002976,Ofav_DN12252_c0_g1_i3.p1
OG0002976,Ofav_DN25301_c0_g1_i1.p1
OG0002971,Ofav_DN1894_c2_g3_i6.p1
OG0002970,Ofav_DN8009_c0_g1_i4.p2
OG0002973,Ofav_DN381984_c0_g1_i1.p1
OG0002973,Ofav_DN8799_c1_g3_i1.p1
OG0002972,Ofav_DN13530_c2_g1_i1.p1
OG0002972,Ofav_DN177355_c0_g1_i2.p1
OG0002979,Ofav_DN12031_c0_g2_i1.p1
OG0002979,Ofav_DN22095_c0_g1_i1.p1
OG0002978,Ofav_DN158981_c0_g1_i1.p1
OG0002978,Ofav_DN39383_c0_g1_i7.p1
OG0002978,Ofav_DN39383_c0_g1_i7.p2
OG0032121,Ofav_DN11597_c1_g1_i3.p1
OG0032121,Ofav_DN11597_c1_g2_i1.p1
OG0032120,Ofav_DN428508_c0_g1_i1.p1
OG0032123,Ofav_DN3878_c0_g2_i15.p1
OG0032122,Ofav_DN9466_c0_g1_i16.p1
OG0032125,Ofav_DN247450_c0_g1_i1.p2
OG0032125,Ofav_DN320728_c0_g1_i1.p1
OG0032124,Ofav_DN24704_c1_g1_i12.p1
OG0032124,Ofav_DN6897_c1_g1_i1.p1
OG0032127,Ofav_DN72952_c3_g1_i1.p1
OG0032126,Ofav_DN40621_c0_g1_i1.p1
OG0032129,0
OG0032128,Ofav_DN42079_c0_g4_i1.p1
OG0044735,Ofav_DN84567_c0_g1_i4.p1
OG0000195,Ofav_DN16826_c0_g1_i4.p5
OG0000194,Ofav_DN100308_c0_g1_i1.p1
OG0000194,Ofav_DN114866_c0_g1_i1.p1
OG0000194,Ofav_DN266258_c0_g1_i2.p1
OG0000194,Ofav_DN273910_c0_g1_i1.p1
OG0000194,Ofav_DN373437_c0_g1_i2.p1
OG0000194,Ofav_DN387063_c0_g1_i1.p1
OG0000194,Ofav_DN435646_c0_g1_i1.p2
OG0000194,Ofav_DN7383_c0_g1_i1.p1
OG0000197,Ofav_DN17351_c0_g1_i11.p1
OG0000197,Ofav_DN17351_c0_g2_i2.p1
OG0000197,Ofav_DN176913_c0_g1_i1.p1
OG0000197,Ofav_DN19237_c0_g1_i6.p2
OG0000197,Ofav_DN239394_c0_g1_i1.p1
OG0000197,Ofav_DN265576_c0_g1_i1.p1
OG0000197,Ofav_DN335182_c0_g1_i1.p1
OG0000196,Ofav_DN149060_c0_g1_i1.p1
OG0000196,Ofav_DN25006_c2_g1_i2.p1
OG0000191,Ofav_DN36341_c0_g1_i11.p1
OG0000191,Ofav_DN36341_c0_g1_i11.p2
OG0000191,Ofav_DN9093_c0_g1_i3.p1
OG0000190,Ofav_DN461417_c0_g1_i1.p2
OG0000193,Ofav_DN13266_c0_g1_i15.p1
OG0000193,Ofav_DN350898_c0_g1_i1.p1
OG0000193,Ofav_DN444715_c0_g1_i1.p1
OG0000192,0
OG0000199,0
OG0000198,Ofav_DN15969_c0_g1_i1.p1
OG0000198,Ofav_DN15969_c1_g1_i2.p1
OG0000198,Ofav_DN40416_c0_g1_i2.p1
OG0000198,Ofav_DN48203_c1_g1_i6.p1
OG0000198,Ofav_DN59251_c0_g1_i1.p1
OG0045178,Ofav_DN4891_c0_g1_i13.p2
OG0045179,Ofav_DN13177_c1_g1_i1.p1
OG0045174,Ofav_DN68092_c0_g2_i1.p1
OG0045175,Ofav_DN55712_c0_g1_i8.p1
OG0045176,Ofav_DN90255_c0_g1_i2.p1
OG0045177,Ofav_DN20070_c0_g1_i3.p1
OG0045170,Ofav_DN267216_c0_g1_i1.p1
OG0045171,Ofav_DN138982_c0_g1_i2.p1
OG0045172,0
OG0045173,Ofav_DN79646_c0_g1_i3.p1
OG0028199,Ofav_DN39070_c0_g1_i2.p1
OG0005619,Ofav_DN110839_c0_g1_i1.p1
OG0005619,Ofav_DN3093_c1_g1_i2.p1
OG0005618,Ofav_DN39346_c0_g1_i1.p1
OG0000229,Ofav_DN14191_c0_g1_i9.p1
OG0000229,Ofav_DN16720_c1_g1_i29.p1
OG0000229,Ofav_DN19990_c1_g2_i1.p1
OG0000229,Ofav_DN21585_c1_g1_i3.p1
OG0000228,Ofav_DN59970_c0_g1_i1.p1
OG0000228,Ofav_DN6419_c7_g1_i3.p1
OG0008432,Ofav_DN21602_c0_g1_i5.p1
OG0008432,Ofav_DN21602_c0_g1_i5.p2
OG0008433,Ofav_DN61257_c0_g1_i4.p1
OG0008430,Ofav_DN15837_c0_g2_i1.p1
OG0008431,Ofav_DN23995_c0_g1_i3.p1
OG0008431,Ofav_DN23995_c0_g2_i1.p1
OG0000223,Ofav_DN111141_c0_g1_i2.p1
OG0000223,Ofav_DN13053_c0_g1_i2.p1
OG0000223,Ofav_DN13795_c0_g1_i1.p1
OG0000223,Ofav_DN13795_c0_g2_i4.p1
OG0000223,Ofav_DN19336_c0_g1_i3.p1
OG0000223,Ofav_DN29974_c0_g3_i1.p1
OG0000223,Ofav_DN29974_c0_g5_i1.p1
OG0000223,Ofav_DN33233_c0_g1_i1.p1
OG0000223,Ofav_DN5489_c0_g1_i1.p1
OG0000223,Ofav_DN61944_c0_g1_i3.p1
OG0000222,Ofav_DN24309_c0_g1_i6.p1
OG0000222,Ofav_DN24309_c1_g1_i3.p1
