Orthogroup,Ofav_contig
OG0001442,XP_020616919.1
OG0001443,"XP_020606633.1, XP_020616927.1, XP_020618884.1, XP_020618896.1, XP_020619176.1, XP_020628166.1"
OG0001444,"XP_020609728.1, XP_020620869.1, XP_020630395.1"
OG0001445,"XP_020630605.1, XP_020630607.1"
OG0001446,"XP_020600949.1, XP_020609366.1, XP_020609367.1, XP_020609373.1, XP_020609374.1, XP_020628173.1, XP_020628225.1, XP_020628226.1, XP_020628228.1, XP_020628229.1, XP_020631470.1"
OG0001447,"XP_020606756.1, XP_020606845.1, XP_020606855.1, XP_020606862.1, XP_020613052.1, XP_020613053.1, XP_020613054.1, XP_020616734.1, XP_020616735.1, XP_020616744.1, XP_020619933.1, XP_020619934.1"
OG0001448,"XP_020613605.1, XP_020628589.1, XP_020628591.1, XP_020628598.1, XP_020628600.1, XP_020628602.1, XP_020628603.1, XP_020628606.1, XP_020628608.1, XP_020628613.1, XP_020628617.1, XP_020628623.1"
OG0001449,
OG0001450,
OG0001451,
OG0001452,
OG0001453,
OG0001454,
OG0001455,XP_020614938.1
OG0001456,XP_020601993.1
OG0001457,"XP_020614115.1, XP_020614235.1, XP_020614307.1"
OG0001458,
OG0001459,"XP_020621985.1, XP_020630234.1"
OG0001460,
OG0001461,"XP_020602001.1, XP_020602016.1"
OG0001462,XP_020622153.1
OG0001463,"XP_020600825.1, XP_020600856.1, XP_020600869.1"
OG0001464,XP_020615857.1
OG0001465,
OG0001466,
OG0001467,XP_020616646.1
OG0001468,XP_020602646.1
OG0001469,
OG0001470,
OG0001471,XP_020615368.1
OG0001472,"XP_020601665.1, XP_020603356.1, XP_020608146.1"
OG0001473,XP_020629581.1
OG0001474,
OG0001475,XP_020607350.1
OG0001476,
OG0001477,XP_020629759.1
OG0001478,
OG0001479,
OG0001480,XP_020602047.1
OG0001481,
OG0001482,XP_020621221.1
OG0001483,XP_020618825.1
OG0001484,"XP_020611780.1, XP_020625482.1"
OG0001485,
OG0001486,
OG0001487,
OG0001488,XP_020612145.1
OG0001489,
OG0001490,
OG0001491,XP_020613852.1
OG0001492,
OG0001493,
OG0001494,
OG0001495,"XP_020609697.1, XP_020629770.1"
OG0001496,"XP_020606186.1, XP_020606187.1, XP_020606195.1, XP_020606196.1, XP_020606257.1, XP_020606259.1"
OG0001497,"XP_020602579.1, XP_020605450.1"
OG0001498,XP_020620168.1
OG0001499,"XP_020601349.1, XP_020601352.1, XP_020601355.1"
OG0001500,"XP_020630553.1, XP_020630555.1"
OG0001501,XP_020626724.1
OG0001502,XP_020607318.1
OG0001503,XP_020628070.1
OG0001504,"XP_020621360.1, XP_020621361.1, XP_020621389.1"
OG0001505,XP_020615977.1
OG0001506,
OG0001507,
OG0001508,XP_020603553.1
OG0001509,"XP_020609415.1, XP_020609775.1, XP_020620270.1, XP_020621106.1, XP_020622509.1"
OG0001510,XP_020624721.1
OG0001511,"XP_020607379.1, XP_020607416.1, XP_020618801.1"
OG0001512,
OG0001513,
OG0001514,
OG0001515,"XP_020611263.1, XP_020611977.1, XP_020619666.1, XP_020621981.1"
OG0001516,XP_020626129.1
OG0001517,XP_020621940.1
OG0001518,XP_020615885.1
OG0001519,"XP_020605749.1, XP_020605750.1, XP_020605751.1"
OG0001520,"XP_020608748.1, XP_020621164.1, XP_020621167.1"
OG0001521,
OG0001522,XP_020603790.1
OG0001523,
OG0001524,"XP_020603522.1, XP_020622321.1"
OG0001525,"XP_020610034.1, XP_020620246.1, XP_020632660.1"
OG0001526,XP_020622020.1
OG0001527,XP_020609183.1
OG0001528,"XP_020630378.1, XP_020632178.1"
OG0001529,"XP_020627649.1, XP_020630223.1"
OG0001530,"XP_020609580.1, XP_020609581.1"
OG0001531,"XP_020608012.1, XP_020608014.1"
OG0001532,
OG0001533,"XP_020632329.1, XP_020632331.1, XP_020632333.1"
OG0001534,"XP_020604075.1, XP_020604076.1, XP_020610439.1"
OG0001535,XP_020629796.1
OG0001536,"XP_020630403.1, XP_020631417.1"
OG0001537,"XP_020613876.1, XP_020622093.1, XP_020630589.1"
OG0001538,"XP_020625940.1, XP_020631457.1"
OG0001539,
OG0001540,XP_020620354.1
OG0001541,"XP_020611606.1, XP_020628109.1"
OG0001542,"XP_020610306.1, XP_020619352.1, XP_020619353.1"
OG0001543,"XP_020601015.1, XP_020626283.1, XP_020626373.1"
OG0001544,
OG0001545,"XP_020621441.1, XP_020623770.1, XP_020625138.1"
OG0001546,XP_020630052.1
OG0001547,XP_020615116.1
OG0001548,"XP_020630846.1, XP_020632809.1"
OG0001549,XP_020629161.1
OG0001550,"XP_020628796.1, XP_020628802.1, XP_020628813.1"
OG0001551,"XP_020601975.1, XP_020602044.1"
OG0001552,"XP_020618304.1, XP_020618307.1"
OG0001553,XP_020607513.1
OG0001554,"XP_020622194.1, XP_020622195.1, XP_020622221.1, XP_020622222.1"
OG0001555,"XP_020629278.1, XP_020629865.1, XP_020629868.1"
OG0001556,
OG0001557,XP_020603805.1
OG0001558,XP_020621534.1
OG0001559,XP_020601326.1
OG0001560,"XP_020611691.1, XP_020611696.1, XP_020624825.1, XP_020624828.1, XP_020625293.1, XP_020625949.1"
OG0001561,"XP_020617987.1, XP_020618043.1, XP_020618052.1"
OG0001562,"XP_020621808.1, XP_020621814.1"
OG0001563,"XP_020618401.1, XP_020623402.1, XP_020632285.1"
OG0001564,"XP_020609846.1, XP_020609848.1"
OG0001565,XP_020611050.1
OG0001566,"XP_020603551.1, XP_020603552.1"
OG0001567,XP_020625412.1
OG0001568,"XP_020610553.1, XP_020623252.1, XP_020630102.1"
OG0001569,"XP_020618513.1, XP_020618516.1, XP_020618721.1"
OG0001570,"XP_020615962.1, XP_020615973.1"
OG0001571,"XP_020615013.1, XP_020615031.1"
OG0001572,
OG0001573,"XP_020631016.1, XP_020631017.1"
OG0001574,XP_020607606.1
OG0001575,"XP_020603572.1, XP_020603579.1, XP_020605096.1"
OG0001576,XP_020602028.1
OG0001577,"XP_020601331.1, XP_020607862.1, XP_020607866.1, XP_020607875.1"
OG0001578,"XP_020616005.1, XP_020616014.1"
OG0001579,
OG0001580,"XP_020611810.1, XP_020611856.1, XP_020611910.1, XP_020611946.1"
OG0001581,
OG0001582,XP_020614357.1
OG0001583,"XP_020607883.1, XP_020624765.1, XP_020624775.1, XP_020631061.1"
OG0001584,"XP_020600634.1, XP_020600640.1, XP_020600641.1, XP_020600680.1"
OG0001585,"XP_020604179.1, XP_020604319.1"
OG0001586,"XP_020618007.1, XP_020621190.1, XP_020621200.1"
OG0001587,XP_020617694.1
OG0001588,XP_020628756.1
OG0001589,"XP_020610640.1, XP_020610659.1"
OG0001590,"XP_020624944.1, XP_020630328.1, XP_020630332.1"
OG0001591,"XP_020603676.1, XP_020603693.1, XP_020603739.1, XP_020603749.1"
OG0001592,"XP_020601739.1, XP_020601750.1"
OG0001593,"XP_020625665.1, XP_020625666.1"
OG0001594,"XP_020610668.1, XP_020610719.1, XP_020610721.1, XP_020612518.1, XP_020612560.1, XP_020612580.1, XP_020620722.1"
OG0001595,"XP_020607247.1, XP_020610536.1, XP_020610539.1"
OG0001596,XP_020607678.1
OG0001597,"XP_020617257.1, XP_020617272.1"
OG0001598,XP_020628094.1
OG0001599,"XP_020611304.1, XP_020611341.1, XP_020611354.1"
OG0001600,"XP_020614427.1, XP_020618438.1, XP_020629915.1"
OG0001601,"XP_020615664.1, XP_020616652.1"
OG0001602,"XP_020628656.1, XP_020628747.1"
OG0001603,"XP_020631755.1, XP_020631814.1"
OG0001604,"XP_020610048.1, XP_020610051.1, XP_020610078.1"
OG0001605,"XP_020618716.1, XP_020629529.1"
OG0001606,
OG0001607,"XP_020614400.1, XP_020614483.1, XP_020617306.1, XP_020617307.1"
OG0001608,"XP_020602113.1, XP_020602121.1"
OG0001609,"XP_020611125.1, XP_020611126.1"
OG0001610,XP_020602774.1
OG0001611,"XP_020616715.1, XP_020622148.1"
OG0001612,"XP_020603403.1, XP_020603446.1"
OG0001613,"XP_020620822.1, XP_020621076.1, XP_020625774.1"
OG0001614,"XP_020609250.1, XP_020609300.1, XP_020616439.1"
OG0001615,XP_020620021.1
OG0001616,XP_020624940.1
OG0001617,"XP_020615746.1, XP_020615749.1, XP_020619098.1, XP_020631336.1"
OG0001618,"XP_020605319.1, XP_020628364.1, XP_020628367.1"
OG0001619,"XP_020620476.1, XP_020624581.1"
OG0001620,
OG0001621,XP_020615543.1
OG0001622,"XP_020606415.1, XP_020606421.1, XP_020606463.1"
OG0001623,XP_020611296.1
OG0001624,"XP_020618907.1, XP_020620703.1"
OG0001625,"XP_020614558.1, XP_020617091.1"
OG0001626,"XP_020618000.1, XP_020618001.1, XP_020618005.1, XP_020621144.1, XP_020621145.1"
OG0001627,"XP_020621485.1, XP_020621501.1, XP_020621591.1, XP_020621659.1"
OG0001628,"XP_020621986.1, XP_020629800.1"
OG0001629,
OG0001630,"XP_020620573.1, XP_020622125.1"
OG0001631,"XP_020630783.1, XP_020630814.1"
OG0001632,"XP_020606907.1, XP_020616761.1, XP_020616764.1, XP_020616765.1"
OG0001633,XP_020603310.1
OG0001634,"XP_020603263.1, XP_020623963.1, XP_020624005.1"
OG0001635,"XP_020607801.1, XP_020607802.1"
OG0001636,XP_020612485.1
OG0001637,XP_020620613.1
OG0001638,"XP_020625357.1, XP_020625358.1, XP_020625359.1"
OG0001639,XP_020603473.1
OG0001640,XP_020612968.1
OG0001641,
OG0001642,"XP_020609562.1, XP_020609595.1"
OG0001643,"XP_020623114.1, XP_020623124.1, XP_020625572.1"
OG0001644,"XP_020625974.1, XP_020625985.1, XP_020625994.1"
OG0001645,"XP_020602862.1, XP_020602866.1"
OG0001646,"XP_020613654.1, XP_020614437.1, XP_020614438.1"
OG0001647,XP_020632681.1
OG0001648,XP_020612099.1
OG0001649,XP_020620256.1
OG0001650,"XP_020619103.1, XP_020619108.1, XP_020619112.1"
OG0001651,"XP_020601550.1, XP_020606472.1"
OG0001652,"XP_020606926.1, XP_020610674.1"
OG0001653,
OG0001654,"XP_020611307.1, XP_020621196.1"
OG0001655,"XP_020613990.1, XP_020628550.1"
OG0001656,"XP_020600860.1, XP_020620267.1"
OG0001657,"XP_020620912.1, XP_020621002.1, XP_020621009.1"
OG0001658,
OG0001659,"XP_020601992.1, XP_020602022.1, XP_020602023.1"
OG0001660,"XP_020619857.1, XP_020619858.1, XP_020619860.1"
OG0001661,XP_020605434.1
OG0001662,
OG0001663,"XP_020629162.1, XP_020629183.1"
OG0001664,XP_020605077.1
OG0001665,"XP_020602755.1, XP_020603581.1"
OG0001666,"XP_020602141.1, XP_020616173.1"
OG0001667,
OG0001668,XP_020619963.1
OG0001669,"XP_020607683.1, XP_020614026.1, XP_020614031.1, XP_020619693.1"
OG0001670,"XP_020631046.1, XP_020631137.1"
OG0001671,"XP_020604870.1, XP_020604892.1, XP_020604916.1"
OG0001672,"XP_020601790.1, XP_020616808.1"
OG0001673,"XP_020611611.1, XP_020615075.1, XP_020615106.1"
OG0001674,XP_020611867.1
OG0001675,XP_020628512.1
OG0001676,"XP_020610706.1, XP_020610731.1, XP_020610732.1"
OG0001677,"XP_020615975.1, XP_020616025.1"
OG0001678,"XP_020628669.1, XP_020628745.1"
OG0001679,XP_020609295.1
OG0001680,"XP_020604113.1, XP_020620102.1"
OG0001681,"XP_020613749.1, XP_020613923.1"
OG0001682,XP_020607696.1
OG0001683,XP_020603679.1
OG0001684,XP_020616639.1
OG0001685,"XP_020617910.1, XP_020617911.1"
OG0001686,XP_020610414.1
OG0001687,XP_020624365.1
OG0001688,"XP_020618764.1, XP_020618855.1"
OG0001689,XP_020626679.1
OG0001690,"XP_020631383.1, XP_020631469.1"
OG0001691,"XP_020605299.1, XP_020629380.1, XP_020629382.1"
OG0001692,"XP_020609838.1, XP_020624355.1, XP_020630838.1"
OG0001693,"XP_020604541.1, XP_020604544.1"
OG0001694,"XP_020631375.1, XP_020631719.1"
OG0001695,XP_020623476.1
OG0001696,"XP_020612678.1, XP_020626250.1"
OG0001697,"XP_020602650.1, XP_020605405.1"
OG0001698,"XP_020615886.1, XP_020632428.1"
OG0001699,XP_020625957.1
OG0001700,"XP_020626117.1, XP_020630924.1"
OG0001701,"XP_020609954.1, XP_020609963.1"
OG0001702,"XP_020610938.1, XP_020621499.1, XP_020630275.1"
OG0001703,"XP_020605284.1, XP_020621038.1, XP_020627102.1, XP_020627105.1, XP_020627107.1, XP_020627108.1, XP_020627124.1"
OG0001704,XP_020627371.1
OG0001705,"XP_020616024.1, XP_020616057.1"
OG0001706,"XP_020632863.1, XP_020632869.1"
OG0001707,"XP_020619480.1, XP_020619484.1"
OG0001708,"XP_020605692.1, XP_020605706.1"
OG0001709,
OG0001710,"XP_020610821.1, XP_020613929.1"
OG0001711,
OG0001712,"XP_020601076.1, XP_020628014.1"
OG0001713,"XP_020611825.1, XP_020611920.1"
OG0001714,XP_020601016.1
OG0001715,"XP_020611766.1, XP_020625367.1"
OG0001716,"XP_020605004.1, XP_020613104.1, XP_020620515.1, XP_020626547.1, XP_020626579.1, XP_020626581.1, XP_020626583.1, XP_020626584.1, XP_020626585.1"
OG0001717,
OG0001718,XP_020606923.1
OG0001719,XP_020622301.1
OG0001720,
OG0001721,
OG0001722,XP_020605068.1
OG0001723,
OG0001724,"XP_020608725.1, XP_020617078.1"
OG0001725,"XP_020610139.1, XP_020620232.1"
OG0001726,"XP_020613579.1, XP_020613811.1"
OG0001727,"XP_020604507.1, XP_020610650.1"
OG0001728,"XP_020603337.1, XP_020603361.1, XP_020603363.1, XP_020603377.1"
OG0001729,"XP_020630807.1, XP_020630810.1, XP_020630824.1"
OG0001730,
OG0001731,XP_020626674.1
OG0001732,
OG0001733,"XP_020605407.1, XP_020605409.1, XP_020619407.1"
OG0001734,XP_020619344.1
OG0001735,"XP_020614919.1, XP_020630750.1"
OG0001736,"XP_020604822.1, XP_020608684.1, XP_020612004.1, XP_020614444.1, XP_020617262.1, XP_020625879.1"
OG0001737,"XP_020601457.1, XP_020602079.1, XP_020602120.1, XP_020603939.1, XP_020613188.1, XP_020613189.1, XP_020614126.1, XP_020620387.1, XP_020620414.1, XP_020620670.1, XP_020626999.1"
OG0001738,"XP_020602019.1, XP_020610781.1, XP_020619561.1, XP_020619590.1, XP_020619592.1, XP_020621570.1, XP_020621571.1, XP_020621589.1, XP_020621653.1, XP_020621655.1, XP_020621658.1"
OG0001739,"XP_020621520.1, XP_020621532.1, XP_020621563.1, XP_020621657.1, XP_020621677.1"
OG0001740,
OG0001741,XP_020624859.1
OG0001742,
OG0001743,
OG0001744,XP_020628681.1
OG0001745,"XP_020607558.1, XP_020622097.1"
OG0001746,"XP_020600985.1, XP_020601551.1, XP_020601556.1"
OG0001747,XP_020604748.1
OG0001748,
OG0001749,XP_020604174.1
OG0001750,"XP_020623999.1, XP_020624067.1"
OG0001751,
OG0001752,
OG0001753,
OG0001754,
OG0001755,
OG0001756,XP_020626510.1
OG0001757,
OG0001758,XP_020626093.1
OG0001759,
OG0001760,"XP_020604842.1, XP_020609297.1, XP_020609614.1"
OG0001761,
OG0001762,"XP_020605718.1, XP_020613207.1, XP_020628268.1"
OG0001763,
OG0001764,XP_020629614.1
OG0001765,"XP_020620315.1, XP_020620321.1, XP_020620322.1"
OG0001766,
OG0001767,
OG0001768,XP_020626164.1
OG0001769,XP_020612246.1
OG0001770,XP_020626064.1
OG0001771,XP_020629719.1
OG0001772,XP_020623274.1
OG0001773,"XP_020604158.1, XP_020608028.1"
OG0001774,XP_020620324.1
OG0001775,
OG0001776,
OG0001777,
OG0001778,XP_020609322.1
OG0001779,
OG0001780,
OG0001781,XP_020627384.1
OG0001782,XP_020602470.1
OG0001783,"XP_020618139.1, XP_020618765.1, XP_020618779.1, XP_020618833.1, XP_020619048.1, XP_020619074.1, XP_020624402.1"
OG0001784,
OG0001785,XP_020611918.1
OG0001786,"XP_020604245.1, XP_020604262.1, XP_020604320.1"
OG0001787,XP_020614595.1
OG0001788,"XP_020624696.1, XP_020624755.1"
OG0001789,"XP_020606093.1, XP_020606094.1"
OG0001790,
OG0001791,
OG0001792,XP_020621410.1
OG0001793,"XP_020602048.1, XP_020602132.1, XP_020605033.1"
OG0001794,XP_020630067.1
OG0001795,XP_020604176.1
OG0001796,
OG0001797,XP_020601420.1
OG0001798,"XP_020600876.1, XP_020606597.1"
OG0001799,XP_020617830.1
OG0001800,XP_020603048.1
OG0001801,"XP_020615803.1, XP_020618184.1"
OG0001802,XP_020629200.1
OG0001803,XP_020600910.1
OG0001804,XP_020614585.1
OG0001805,"XP_020625100.1, XP_020625111.1"
OG0001806,"XP_020605485.1, XP_020605490.1, XP_020605500.1"
OG0001807,XP_020610026.1
OG0001808,"XP_020600620.1, XP_020630842.1"
OG0001809,XP_020611407.1
OG0001810,XP_020629274.1
OG0001811,"XP_020619750.1, XP_020631994.1"
OG0001812,
OG0001813,
OG0001814,
OG0001815,"XP_020602078.1, XP_020612875.1"
OG0001816,
OG0001817,"XP_020625565.1, XP_020625761.1"
OG0001818,"XP_020601372.1, XP_020632065.1"
OG0001819,XP_020607509.1
OG0001820,"XP_020624096.1, XP_020628961.1"
OG0001821,XP_020601726.1
OG0001822,
OG0001823,XP_020603329.1
OG0001824,
OG0001825,
OG0001826,"XP_020610554.1, XP_020630100.1"
OG0001827,XP_020618280.1
OG0001828,
OG0001829,
OG0001830,
OG0001831,XP_020605735.1
OG0001832,XP_020600885.1
OG0001833,"XP_020603133.1, XP_020628556.1"
OG0001834,"XP_020605610.1, XP_020605613.1"
OG0001835,XP_020603204.1
OG0001836,XP_020628491.1
OG0001837,"XP_020607732.1, XP_020607744.1, XP_020624193.1, XP_020624194.1, XP_020628002.1"
OG0001838,XP_020605847.1
OG0001839,"XP_020614932.1, XP_020614953.1"
OG0001840,"XP_020624150.1, XP_020624157.1"
OG0001841,XP_020601640.1
OG0001842,
OG0001843,XP_020627313.1
OG0001844,
OG0001845,XP_020626528.1
OG0001846,"XP_020611914.1, XP_020631475.1, XP_020631572.1"
OG0001847,
OG0001848,XP_020631942.1
OG0001849,"XP_020620426.1, XP_020621250.1"
OG0001850,
OG0001851,"XP_020613977.1, XP_020613978.1"
OG0001852,"XP_020621822.1, XP_020621836.1, XP_020621935.1"
OG0001853,"XP_020613296.1, XP_020613298.1, XP_020613300.1"
OG0001854,XP_020604032.1
OG0001855,XP_020626869.1
OG0001856,"XP_020620789.1, XP_020627144.1"
OG0001857,"XP_020617954.1, XP_020621124.1"
OG0001858,XP_020609345.1
OG0001859,"XP_020609926.1, XP_020619882.1"
OG0001860,XP_020629240.1
OG0001861,"XP_020631437.1, XP_020631724.1"
OG0001862,XP_020624693.1
OG0001863,XP_020600508.1
OG0001864,XP_020613423.1
OG0001865,XP_020622268.1
OG0001866,XP_020624208.1
OG0001867,
OG0001868,XP_020632351.1
OG0001869,XP_020628468.1
OG0001870,"XP_020605236.1, XP_020606857.1"
OG0001871,XP_020626693.1
OG0001872,"XP_020624627.1, XP_020626830.1, XP_020626832.1"
OG0001873,XP_020617425.1
OG0001874,XP_020618659.1
OG0001875,XP_020621799.1
OG0001876,
OG0001877,
OG0001878,"XP_020616560.1, XP_020616561.1, XP_020616563.1, XP_020616568.1, XP_020616621.1"
OG0001879,"XP_020631727.1, XP_020631729.1"
OG0001880,"XP_020616564.1, XP_020616577.1"
OG0001881,
OG0001882,"XP_020610664.1, XP_020611255.1, XP_020630717.1, XP_020631518.1"
OG0001883,
OG0001884,XP_020615473.1
OG0001885,
OG0001886,
OG0001887,
OG0001888,"XP_020614548.1, XP_020614684.1, XP_020614686.1"
OG0001889,
OG0001890,XP_020609053.1
OG0001891,"XP_020612519.1, XP_020612531.1, XP_020615328.1, XP_020615332.1"
OG0001892,"XP_020624089.1, XP_020624090.1"
OG0001893,XP_020632578.1
OG0001894,
OG0001895,XP_020617918.1
OG0001896,XP_020605205.1
OG0001897,"XP_020626916.1, XP_020626921.1"
OG0001898,XP_020603561.1
OG0001899,XP_020629187.1
OG0001900,XP_020609343.1
OG0001901,"XP_020607367.1, XP_020613523.1, XP_020616122.1"
OG0001902,"XP_020608774.1, XP_020608777.1, XP_020608798.1, XP_020608801.1"
OG0001903,
OG0001904,"XP_020608493.1, XP_020608571.1"
OG0001905,
OG0001906,XP_020606572.1
OG0001907,"XP_020605280.1, XP_020617517.1"
OG0001908,XP_020630540.1
OG0001909,"XP_020632950.1, XP_020632964.1"
OG0001910,XP_020614330.1
OG0001911,XP_020626843.1
OG0001912,"XP_020614300.1, XP_020624485.1, XP_020624486.1"
OG0001913,XP_020626605.1
OG0001914,"XP_020632372.1, XP_020632656.1"
OG0001915,"XP_020606392.1, XP_020615645.1"
OG0001916,"XP_020618120.1, XP_020618259.1, XP_020618260.1"
OG0001917,XP_020617714.1
OG0001918,"XP_020609394.1, XP_020627535.1"
OG0001919,"XP_020622267.1, XP_020622456.1, XP_020628212.1"
OG0001920,XP_020608893.1
OG0001921,XP_020622281.1
OG0001922,XP_020629947.1
OG0001923,"XP_020602025.1, XP_020602037.1"
OG0001924,
OG0001925,"XP_020611783.1, XP_020611784.1, XP_020611785.1, XP_020611787.1, XP_020611788.1"
OG0001926,XP_020626826.1
OG0001927,"XP_020611831.1, XP_020611835.1"
OG0001928,
OG0001929,
OG0001930,"XP_020611718.1, XP_020620590.1"
OG0001931,XP_020613626.1
OG0001932,XP_020608802.1
OG0001933,"XP_020604226.1, XP_020604228.1, XP_020624085.1"
OG0001934,"XP_020608282.1, XP_020608284.1, XP_020608285.1, XP_020608299.1"
OG0001935,
OG0001936,XP_020616404.1
OG0001937,"XP_020620475.1, XP_020629046.1"
OG0001938,XP_020601409.1
OG0001939,
OG0001940,"XP_020627510.1, XP_020627526.1, XP_020627561.1"
OG0001941,"XP_020614557.1, XP_020632868.1, XP_020632870.1"
OG0001942,"XP_020614812.1, XP_020614822.1, XP_020614879.1, XP_020614880.1"
OG0001943,
OG0001944,"XP_020618715.1, XP_020619000.1, XP_020619067.1, XP_020630908.1"
OG0001945,"XP_020622518.1, XP_020622528.1, XP_020622529.1, XP_020622531.1"
OG0001946,XP_020601861.1
OG0001947,"XP_020613071.1, XP_020613073.1"
OG0001948,"XP_020630983.1, XP_020631000.1"
OG0001949,XP_020628135.1
OG0001950,"XP_020622879.1, XP_020622881.1"
OG0001951,
OG0001952,XP_020604325.1
OG0001953,XP_020608984.1
OG0001954,
OG0001955,
OG0001956,XP_020605851.1
OG0001957,
OG0001958,"XP_020602290.1, XP_020602314.1"
OG0001959,"XP_020606943.1, XP_020606960.1"
OG0001960,"XP_020604566.1, XP_020632558.1"
OG0001961,"XP_020601492.1, XP_020601493.1"
OG0001962,XP_020616844.1
OG0001963,
OG0001964,XP_020607909.1
OG0001965,XP_020619338.1
OG0001966,
OG0001967,"XP_020606847.1, XP_020622127.1"
OG0001968,XP_020628824.1
OG0001969,"XP_020626922.1, XP_020627398.1"
OG0001970,XP_020615150.1
OG0001971,
OG0001972,XP_020632269.1
OG0001973,"XP_020624493.1, XP_020629619.1, XP_020629620.1"
OG0001974,XP_020605329.1
OG0001975,XP_020602780.1
OG0001976,XP_020629707.1
OG0001977,"XP_020627474.1, XP_020630384.1"
OG0001978,XP_020605163.1
OG0001979,"XP_020631442.1, XP_020631607.1"
OG0001980,"XP_020616539.1, XP_020616546.1"
OG0001981,
OG0001982,XP_020630654.1
OG0001983,XP_020617187.1
OG0001984,"XP_020600997.1, XP_020607130.1, XP_020607135.1"
OG0001985,
OG0001986,"XP_020618523.1, XP_020618532.1"
OG0001987,"XP_020612789.1, XP_020612863.1"
OG0001988,XP_020609630.1
OG0001989,"XP_020621082.1, XP_020629679.1"
OG0001990,XP_020629771.1
OG0001991,"XP_020613250.1, XP_020613251.1"
OG0001992,XP_020607351.1
OG0001993,"XP_020617477.1, XP_020631564.1, XP_020631565.1, XP_020631570.1"
OG0001994,"XP_020616851.1, XP_020616852.1, XP_020616860.1, XP_020616906.1"
OG0001995,XP_020606070.1
OG0001996,"XP_020609327.1, XP_020611530.1"
OG0001997,"XP_020612342.1, XP_020612345.1"
OG0001998,XP_020622131.1
OG0001999,"XP_020606487.1, XP_020611010.1"
OG0002000,
OG0002001,XP_020622406.1
OG0002002,XP_020631134.1
OG0002003,XP_020616716.1
OG0002004,XP_020619785.1
OG0002005,XP_020614090.1
OG0002006,"XP_020600572.1, XP_020600578.1, XP_020632955.1"
OG0002007,"XP_020631228.1, XP_020631234.1"
OG0002008,XP_020607793.1
OG0002009,
OG0002010,"XP_020623614.1, XP_020623617.1"
OG0002011,"XP_020602639.1, XP_020629345.1"
OG0002012,"XP_020611887.1, XP_020620202.1, XP_020620346.1"
OG0002013,"XP_020632172.1, XP_020632225.1"
OG0002014,XP_020609618.1
OG0002015,"XP_020600675.1, XP_020603933.1"
OG0002016,"XP_020600585.1, XP_020625413.1, XP_020625414.1"
OG0002017,"XP_020611612.1, XP_020615764.1, XP_020615765.1, XP_020615817.1"
OG0002018,"XP_020607450.1, XP_020629592.1"
OG0002019,"XP_020600524.1, XP_020601316.1, XP_020606127.1, XP_020628388.1, XP_020628429.1, XP_020628430.1"
OG0002020,"XP_020611344.1, XP_020629795.1"
OG0002021,XP_020620761.1
OG0002022,"XP_020629239.1, XP_020629256.1"
OG0002023,XP_020622891.1
OG0002024,"XP_020627287.1, XP_020627300.1"
OG0002025,"XP_020601295.1, XP_020603720.1"
OG0002026,"XP_020622750.1, XP_020622751.1, XP_020622821.1"
OG0002027,XP_020613752.1
OG0002028,"XP_020631011.1, XP_020631022.1, XP_020631294.1"
OG0002029,"XP_020611021.1, XP_020620292.1"
OG0002030,"XP_020603318.1, XP_020626401.1"
OG0002031,XP_020631629.1
OG0002032,"XP_020610226.1, XP_020628927.1"
OG0002033,"XP_020613829.1, XP_020613906.1"
OG0002034,XP_020628786.1
OG0002035,"XP_020605902.1, XP_020605910.1"
OG0002036,"XP_020628304.1, XP_020628309.1"
OG0002037,"XP_020602084.1, XP_020602126.1, XP_020606173.1"
OG0002038,"XP_020631773.1, XP_020631822.1"
OG0002039,"XP_020611351.1, XP_020627278.1"
OG0002040,
OG0002041,"XP_020610058.1, XP_020610068.1"
OG0002042,"XP_020617261.1, XP_020617284.1, XP_020617285.1, XP_020628276.1"
OG0002043,XP_020619364.1
OG0002044,XP_020621790.1
OG0002045,
OG0002046,XP_020616724.1
OG0002047,"XP_020609696.1, XP_020609701.1, XP_020616969.1"
OG0002048,XP_020607338.1
OG0002049,XP_020624798.1
OG0002050,"XP_020620593.1, XP_020629387.1"
OG0002051,
OG0002052,"XP_020607426.1, XP_020607432.1"
OG0002053,"XP_020600806.1, XP_020600807.1, XP_020615864.1"
OG0002054,"XP_020605186.1, XP_020619997.1"
OG0002055,"XP_020609354.1, XP_020609355.1"
OG0002056,XP_020632615.1
OG0002057,"XP_020608795.1, XP_020614848.1"
OG0002058,"XP_020628138.1, XP_020628145.1"
OG0002059,XP_020622164.1
OG0002060,"XP_020622228.1, XP_020622229.1"
OG0002061,XP_020627153.1
OG0002062,XP_020604908.1
OG0002063,"XP_020603199.1, XP_020603301.1"
OG0002064,"XP_020609137.1, XP_020609150.1, XP_020609157.1"
OG0002065,"XP_020609856.1, XP_020609857.1"
OG0002066,XP_020600676.1
OG0002067,"XP_020607013.1, XP_020628078.1"
OG0002068,"XP_020618652.1, XP_020618653.1, XP_020625786.1"
OG0002069,"XP_020606220.1, XP_020606298.1, XP_020631212.1"
OG0002070,"XP_020614188.1, XP_020614190.1, XP_020614191.1, XP_020614272.1, XP_020614368.1"
OG0002071,"XP_020605018.1, XP_020615387.1, XP_020628176.1"
OG0002072,"XP_020600950.1, XP_020606571.1, XP_020622961.1"
OG0002073,
OG0002074,XP_020619326.1
