Contig,Orthogroup
0,OG0032851
0,OG0022520
0,OG0032853
Past_DN25064_c0_seq1,OG0032852
0,OG0032855
0,OG0032854
0,OG0032857
0,OG0022521
0,OG0013883
0,OG0013882
Past_DN69722_c0_seq1,OG0013881
0,OG0013880
Past_DN30395_c0_seq2,OG0013887
0,OG0013886
Past_DN82244_c0_seq1,OG0013885
Past_DN41722_c0_seq1,OG0013884
0,OG0022802
0,OG0013889
0,OG0013888
0,OG0033108
0,OG0033109
0,OG0033104
0,OG0033105
0,OG0033106
0,OG0033107
Past_DN67773_c0_seq5,OG0033100
0,OG0033101
0,OG0033102
0,OG0033103
Past_DN103076_c0_seq1,OG0006851
Past_DN45908_c0_seq1,OG0006851
Past_DN61812_c0_seq1,OG0006851
Past_DN68641_c1_seq7,OG0027163
0,OG0027162
0,OG0027161
Past_DN76773_c0_seq15,OG0016639
Past_DN121149_c0_seq1,OG0016638
Past_DN23491_c0_seq1,OG0016633
0,OG0016632
Past_DN55546_c0_seq1,OG0016631
Past_DN73697_c0_seq2,OG0016631
Past_DN75908_c3_seq2,OG0016630
Past_DN78342_c0_seq1,OG0016630
Past_DN84056_c0_seq1,OG0016630
Past_DN78451_c0_seq1,OG0016637
Past_DN72451_c0_seq1,OG0016636
Past_DN75691_c0_seq2,OG0016635
Past_DN56510_c0_seq1,OG0016634
Past_DN100364_c0_seq1,OG0003590
Past_DN73871_c0_seq6,OG0003590
Past_DN19630_c1_seq1,OG0003591
Past_DN30670_c0_seq1,OG0003591
Past_DN30670_c1_seq1,OG0003591
Past_DN66446_c0_seq2,OG0003592
Past_DN77807_c0_seq4,OG0003592
Past_DN77807_c0_seq4,OG0003592
Past_DN79380_c0_seq1,OG0003592
Past_DN105188_c0_seq1,OG0003593
Past_DN134472_c0_seq1,OG0003593
Past_DN75199_c1_seq1,OG0003593
Past_DN28206_c0_seq1,OG0003594
Past_DN80560_c0_seq1,OG0003594
Past_DN91556_c0_seq1,OG0003594
0,OG0010289
Past_DN97086_c0_seq1,OG0003596
Past_DN54888_c0_seq1,OG0003597
Past_DN65802_c0_seq1,OG0003597
Past_DN69923_c0_seq1,OG0003597
Past_DN58316_c0_seq1,OG0010284
Past_DN63483_c0_seq1,OG0010285
0,OG0010286
0,OG0010287
Past_DN58854_c0_seq1,OG0010280
Past_DN61625_c0_seq2,OG0010281
Past_DN60172_c0_seq1,OG0010282
Past_DN72766_c2_seq1,OG0010283
0,OG0003046
Past_DN73080_c0_seq2,OG0003047
0,OG0003044
0,OG0003045
Past_DN121705_c0_seq1,OG0003042
Past_DN37457_c0_seq1,OG0003042
Past_DN4626_c0_seq1,OG0003042
Past_DN21232_c0_seq1,OG0003043
Past_DN58672_c0_seq1,OG0003040
Past_DN104721_c0_seq1,OG0003041
Past_DN33668_c0_seq1,OG0003041
0,OG0040218
0,OG0040219
Past_DN72241_c0_seq2,OG0003048
Past_DN73200_c2_seq3,OG0003048
Past_DN120932_c0_seq1,OG0003049
Past_DN29275_c0_seq1,OG0003049
0,OG0034459
0,OG0034458
0,OG0034457
Past_DN53902_c1_seq1,OG0034456
Past_DN76816_c0_seq2,OG0034455
0,OG0034454
Past_DN73643_c0_seq1,OG0034453
Past_DN71666_c1_seq1,OG0034452
0,OG0034451
0,OG0034450
0,OG0042055
0,OG0022804
0,OG0044342
0,OG0021777
0,OG0045585
Past_DN4066_c0_seq1,OG0033098
0,OG0045584
0,OG0033099
0,OG0045586
Past_DN27673_c0_seq1,OG0002319
Past_DN77421_c0_seq7,OG0002318
Past_DN101291_c0_seq1,OG0002311
Past_DN49438_c0_seq1,OG0002311
Past_DN71860_c0_seq4,OG0002311
0,OG0002310
Past_DN59368_c0_seq5,OG0002313
Past_DN108839_c0_seq1,OG0002312
0,OG0002315
Past_DN4252_c1_seq1,OG0002314
0,OG0002317
Past_DN74055_c0_seq2,OG0002316
Past_DN82483_c0_seq1,OG0002316
Past_DN82820_c0_seq1,OG0002316
0,OG0011625
Past_DN57548_c0_seq3,OG0011624
Past_DN78556_c0_seq2,OG0011627
0,OG0011626
0,OG0011621
0,OG0011620
0,OG0011623
0,OG0011622
0,OG0033091
0,OG0011629
0,OG0011628
0,OG0046119
0,OG0046118
0,OG0018558
Past_DN102621_c0_seq1,OG0013719
0,OG0013718
Past_DN25878_c0_seq1,OG0014569
0,OG0014568
Past_DN29621_c0_seq1,OG0015354
Past_DN67207_c0_seq1,OG0015354
0,OG0013713
0,OG0014564
0,OG0013711
Past_DN22501_c0_seq1,OG0013710
0,OG0013717
0,OG0013716
Past_DN98544_c0_seq1,OG0013715
0,OG0013714
0,OG0044343
0,OG0000810
Past_DN31182_c0_seq1,OG0000811
Past_DN103954_c0_seq1,OG0000812
Past_DN22193_c0_seq1,OG0000812
Past_DN25118_c1_seq1,OG0000812
Past_DN82739_c0_seq1,OG0000812
Past_DN87253_c0_seq1,OG0000812
Past_DN33756_c0_seq1,OG0000813
Past_DN65479_c0_seq1,OG0000813
Past_DN72403_c0_seq3,OG0000813
Past_DN72403_c0_seq3,OG0000813
Past_DN72586_c1_seq2,OG0000813
Past_DN86354_c0_seq1,OG0000813
Past_DN74137_c1_seq1,OG0000814
Past_DN72783_c2_seq2,OG0000815
Past_DN68001_c0_seq1,OG0000816
Past_DN69520_c0_seq1,OG0000816
Past_DN73620_c2_seq2,OG0000816
Past_DN69482_c2_seq1,OG0000817
Past_DN77063_c0_seq9,OG0000817
Past_DN74300_c0_seq1,OG0000818
Past_DN77651_c0_seq1,OG0000818
Past_DN77651_c0_seq1,OG0000818
Past_DN99513_c0_seq1,OG0000818
Past_DN22437_c0_seq1,OG0000819
Past_DN33908_c0_seq1,OG0000819
Past_DN48866_c0_seq1,OG0000819
Past_DN60851_c0_seq1,OG0000819
0,OG0026362
Past_DN75354_c0_seq1,OG0026363
Past_DN37210_c0_seq1,OG0026360
Past_DN76409_c0_seq2,OG0026361
Past_DN71327_c0_seq2,OG0026366
Past_DN67861_c1_seq1,OG0026367
Past_DN77136_c2_seq2,OG0026364
Past_DN78858_c2_seq2,OG0026365
Past_DN20210_c0_seq1,OG0015359
Past_DN67229_c0_seq1,OG0015359
0,OG0026368
Past_DN74269_c0_seq1,OG0026369
Past_DN61834_c0_seq1,OG0015358
0,OG0043392
0,OG0043393
0,OG0022847
0,OG0022846
0,OG0022845
0,OG0022844
0,OG0022843
0,OG0022842
0,OG0022841
0,OG0022840
0,OG0022849
0,OG0022848
Past_DN90198_c0_seq1,OG0029745
0,OG0029744
Past_DN107182_c0_seq1,OG0029747
0,OG0029746
Past_DN101179_c0_seq1,OG0029741
Past_DN50877_c0_seq1,OG0029740
Past_DN30176_c1_seq1,OG0029743
Past_DN88376_c0_seq1,OG0029742
Past_DN26982_c0_seq1,OG0029749
Past_DN8748_c0_seq1,OG0029748
Past_DN51061_c0_seq1,OG0023466
0,OG0023467
Past_DN55667_c0_seq2,OG0023464
0,OG0023465
0,OG0023462
0,OG0023463
0,OG0023460
0,OG0023461
0,OG0023468
0,OG0023469
Past_DN67216_c0_seq3,OG0046809
Past_DN75748_c0_seq1,OG0008546
0,OG0022599
0,OG0022598
Past_DN68482_c2_seq1,OG0006523
0,OG0022595
0,OG0022594
0,OG0022597
0,OG0022596
0,OG0022591
Past_DN69402_c0_seq9,OG0008544
Past_DN97947_c0_seq1,OG0008544
0,OG0022593
0,OG0022592
Past_DN106453_c0_seq1,OG0008545
Past_DN24146_c0_seq2,OG0008545
0,OG0008542
0,OG0008543
Past_DN83295_c0_seq1,OG0008540
Past_DN63834_c0_seq3,OG0006525
Past_DN70042_c0_seq1,OG0006525
0,OG0009305
0,OG0015382
0,OG0015383
0,OG0015380
Past_DN71996_c0_seq1,OG0015381
0,OG0015386
0,OG0015387
0,OG0015384
Past_DN102931_c0_seq1,OG0015385
Past_DN34842_c0_seq1,OG0015388
Past_DN40464_c2_seq1,OG0015388
0,OG0015389
Past_DN39772_c0_seq2,OG0006865
Past_DN4194_c0_seq1,OG0006865
0,OG0017717
0,OG0017716
0,OG0017715
0,OG0017714
0,OG0017713
Past_DN86469_c0_seq1,OG0017712
Past_DN8694_c0_seq1,OG0017711
0,OG0017710
0,OG0006863
0,OG0017719
Past_DN73694_c2_seq1,OG0006862
Past_DN64809_c1_seq1,OG0016503
Past_DN27856_c0_seq1,OG0006860
0,OG0022339
0,OG0022338
Past_DN70141_c0_seq3,OG0025109
0,OG0025108
0,OG0022331
0,OG0022330
0,OG0022333
0,OG0022332
Past_DN76214_c0_seq3,OG0022335
0,OG0022334
Past_DN82637_c0_seq1,OG0022337
0,OG0022336
0,OG0040281
0,OG0040061
0,OG0024858
0,OG0024859
0,OG0024856
0,OG0024857
0,OG0024854
0,OG0024855
0,OG0024852
0,OG0024853
0,OG0024850
0,OG0024851
Past_DN72599_c0_seq1,OG0031670
0,OG0047166
Past_DN5897_c0_seq1,OG0031671
Past_DN66923_c1_seq3,OG0031671
Past_DN104855_c0_seq1,OG0031672
Past_DN130823_c0_seq1,OG0031673
Past_DN73924_c0_seq1,OG0010318
Past_DN51380_c0_seq1,OG0031674
0,OG0010319
0,OG0039616
Past_DN44939_c0_seq1,OG0031675
Past_DN67379_c0_seq1,OG0010316
Past_DN133774_c0_seq1,OG0031676
Past_DN74692_c2_seq2,OG0010317
Past_DN38602_c0_seq1,OG0031677
0,OG0040034
Past_DN48752_c0_seq1,OG0019658
Past_DN71167_c1_seq1,OG0019658
Past_DN73495_c0_seq5,OG0019658
Past_DN79472_c0_seq3,OG0019658
Past_DN49354_c0_seq1,OG0019659
Past_DN49354_c1_seq1,OG0019659
Past_DN6273_c0_seq1,OG0019659
0,OG0040035
Past_DN33309_c0_seq1,OG0019650
Past_DN33309_c1_seq1,OG0019650
Past_DN81279_c0_seq1,OG0019650
Past_DN99496_c0_seq1,OG0019650
Past_DN33533_c0_seq1,OG0019651
Past_DN64625_c0_seq3,OG0019651
Past_DN69723_c2_seq2,OG0019651
Past_DN77061_c0_seq2,OG0019651
Past_DN35377_c0_seq2,OG0019652
Past_DN53202_c0_seq1,OG0019652
Past_DN65771_c0_seq1,OG0019652
Past_DN76310_c0_seq3,OG0019652
Past_DN35506_c0_seq1,OG0019653
Past_DN62706_c0_seq2,OG0019653
Past_DN35904_c0_seq1,OG0019654
Past_DN56367_c0_seq1,OG0019654
Past_DN60062_c0_seq1,OG0019654
Past_DN71499_c0_seq1,OG0019654
Past_DN37381_c0_seq1,OG0019655
Past_DN61203_c0_seq1,OG0019655
Past_DN63037_c1_seq1,OG0019655
Past_DN74456_c1_seq2,OG0019655
Past_DN39929_c0_seq1,OG0019656
Past_DN43011_c0_seq1,OG0019656
Past_DN48723_c0_seq1,OG0019656
Past_DN59840_c2_seq1,OG0019656
Past_DN42025_c0_seq1,OG0019657
Past_DN60123_c0_seq1,OG0019657
Past_DN75409_c0_seq5,OG0019657
Past_DN79344_c0_seq1,OG0019657
0,OG0044186
Past_DN109816_c0_seq1,OG0044187
0,OG0044184
0,OG0044185
0,OG0044182
0,OG0040030
0,OG0044180
0,OG0044181
0,OG0040031
0,OG0044188
0,OG0040062
0,OG0024278
0,OG0024279
0,OG0024272
0,OG0024273
0,OG0024270
0,OG0024271
0,OG0024276
0,OG0024277
0,OG0024274
0,OG0024275
Past_DN26967_c1_seq1,OG0046558
Past_DN36882_c0_seq1,OG0046558
Past_DN64175_c0_seq1,OG0030109
0,OG0030108
0,OG0030105
Past_DN58696_c0_seq5,OG0030104
0,OG0030107
Past_DN89660_c0_seq1,OG0030106
0,OG0030101
Past_DN110008_c0_seq1,OG0030100
Past_DN101056_c0_seq1,OG0030103
Past_DN13850_c0_seq1,OG0030102
Past_DN60680_c0_seq2,OG0018886
0,OG0038378
0,OG0018887
0,OG0038376
0,OG0038377
0,OG0038374
0,OG0038375
0,OG0038372
0,OG0018884
0,OG0038370
0,OG0038371
0,OG0039421
Past_DN78348_c0_seq7,OG0018252
0,OG0039423
Past_DN88902_c0_seq1,OG0017857
0,OG0039425
0,OG0039424
0,OG0039427
0,OG0039426
0,OG0039429
0,OG0018882
Past_DN68761_c0_seq1,OG0018883
0,OG0018880
0,OG0040067
Past_DN58449_c0_seq1,OG0018881
0,OG0021738
0,OG0021739
0,OG0021730
0,OG0021731
0,OG0021732
0,OG0021733
0,OG0021734
0,OG0021735
0,OG0021736
0,OG0021737
Past_DN76284_c0_seq3,OG0047011
0,OG0040066
0,OG0035022
0,OG0044153
0,OG0027778
0,OG0027779
0,OG0027776
0,OG0027777
Past_DN20058_c0_seq1,OG0027774
0,OG0027775
0,OG0027772
0,OG0027773
0,OG0027770
0,OG0027771
0,OG0038598
0,OG0038599
0,OG0038592
0,OG0038593
0,OG0038590
Past_DN68135_c0_seq1,OG0038591
0,OG0038596
0,OG0038597
0,OG0038594
0,OG0038595
0,OG0036628
0,OG0036629
0,OG0036626
0,OG0036627
0,OG0036624
0,OG0036625
0,OG0036622
0,OG0036623
0,OG0036620
0,OG0036621
Past_DN30459_c0_seq1,OG0037571
0,OG0037570
0,OG0037573
0,OG0037572
0,OG0037575
0,OG0037574
0,OG0037577
0,OG0037576
0,OG0037579
Past_DN51333_c1_seq1,OG0037578
Past_DN37977_c0_seq1,OG0044681
0,OG0036194
0,OG0036195
0,OG0036196
0,OG0036197
0,OG0036190
0,OG0036191
0,OG0036192
0,OG0036193
0,OG0036198
0,OG0036199
0,OG0027198
0,OG0027199
0,OG0027192
0,OG0027193
0,OG0027190
0,OG0027191
0,OG0027196
0,OG0027197
0,OG0027194
0,OG0027195
Past_DN67516_c0_seq1,OG0006764
Past_DN47457_c0_seq1,OG0006765
Past_DN75437_c0_seq1,OG0006766
Past_DN76319_c0_seq2,OG0006767
Past_DN122134_c0_seq1,OG0006760
Past_DN73415_c1_seq1,OG0006760
Past_DN70758_c0_seq18,OG0006761
Past_DN51267_c0_seq1,OG0006762
Past_DN66942_c1_seq1,OG0006762
Past_DN92027_c0_seq1,OG0006762
Past_DN71598_c0_seq3,OG0006763
Past_DN76414_c0_seq16,OG0006768
Past_DN75723_c0_seq1,OG0006769
Past_DN75026_c4_seq8,OG0026821
0,OG0026820
Past_DN79185_c0_seq1,OG0026823
Past_DN75872_c0_seq7,OG0026822
Past_DN78953_c0_seq3,OG0026825
0,OG0026824
0,OG0026827
Past_DN60181_c0_seq1,OG0026826
Past_DN75677_c0_seq1,OG0026829
Past_DN79204_c0_seq4,OG0026828
0,OG0044685
0,OG0044684
0,OG0044687
0,OG0005527
0,OG0005526
Past_DN67334_c0_seq1,OG0005525
Past_DN11615_c0_seq1,OG0005524
Past_DN54463_c0_seq1,OG0005524
Past_DN86476_c0_seq1,OG0005524
Past_DN39823_c0_seq1,OG0005523
0,OG0005522
Past_DN36586_c0_seq1,OG0005521
Past_DN66123_c0_seq1,OG0005521
Past_DN100422_c0_seq1,OG0005520
0,OG0030923
Past_DN80813_c0_seq1,OG0030922
0,OG0030921
Past_DN90305_c0_seq1,OG0030920
Past_DN104914_c0_seq1,OG0030927
Past_DN85372_c0_seq1,OG0030926
0,OG0005529
0,OG0005528
Past_DN68512_c0_seq2,OG0001237
Past_DN77291_c2_seq16,OG0001237
Past_DN42053_c2_seq1,OG0001236
Past_DN59787_c0_seq1,OG0001236
Past_DN70581_c4_seq2,OG0001236
Past_DN117349_c0_seq1,OG0001235
Past_DN80449_c0_seq1,OG0001234
Past_DN87864_c0_seq1,OG0001233
Past_DN35098_c0_seq1,OG0001232
Past_DN54374_c0_seq1,OG0001232
Past_DN54374_c1_seq1,OG0001232
Past_DN55159_c0_seq1,OG0001232
Past_DN59714_c0_seq1,OG0001232
Past_DN68773_c0_seq1,OG0001232
Past_DN70183_c0_seq2,OG0001232
Past_DN72386_c2_seq8,OG0001232
Past_DN86736_c0_seq1,OG0001232
0,OG0001231
Past_DN26276_c0_seq1,OG0001230
Past_DN54869_c0_seq1,OG0001230
Past_DN72983_c0_seq1,OG0001230
Past_DN106502_c0_seq1,OG0001239
Past_DN71199_c0_seq4,OG0001239
Past_DN71199_c0_seq4,OG0001239
Past_DN62846_c0_seq3,OG0001238
Past_DN78097_c0_seq3,OG0001238
Past_DN78477_c0_seq1,OG0001238
0,OG0033474
Past_DN76687_c2_seq1,OG0033475
0,OG0033476
0,OG0033477
0,OG0033470
0,OG0033471
0,OG0033472
0,OG0033473
Past_DN71972_c0_seq3,OG0033478
0,OG0033479
Past_DN69370_c0_seq1,OG0025846
Past_DN78822_c2_seq2,OG0025847
Past_DN74297_c0_seq2,OG0025844
Past_DN72737_c0_seq1,OG0025845
0,OG0025842
0,OG0025843
0,OG0025840
0,OG0025841
Past_DN67593_c1_seq2,OG0025848
Past_DN67116_c0_seq2,OG0025849
0,OG0018240
Past_DN76303_c0_seq1,OG0018241
Past_DN76842_c0_seq1,OG0018242
Past_DN79088_c0_seq1,OG0018243
0,OG0018244
Past_DN100508_c0_seq1,OG0018245
Past_DN79667_c0_seq1,OG0018245
Past_DN66591_c0_seq2,OG0018246
Past_DN88782_c0_seq1,OG0018247
0,OG0007965
0,OG0007964
0,OG0007967
0,OG0007966
Past_DN91734_c0_seq1,OG0007961
Past_DN28039_c1_seq1,OG0007960
Past_DN83204_c0_seq1,OG0007960
0,OG0007963
0,OG0007962
0,OG0044154
0,OG0034127
0,OG0034126
0,OG0034125
0,OG0034124
0,OG0034123
0,OG0034122
0,OG0034121
Past_DN63842_c0_seq1,OG0034120
0,OG0034129
0,OG0034128
0,OG0040284
0,OG0044271
0,OG0039617
0,OG0043459
0,OG0043458
0,OG0043455
0,OG0043454
0,OG0043457
0,OG0043456
0,OG0043451
0,OG0043450
0,OG0043453
0,OG0043452
0,OG0043648
0,OG0043649
0,OG0013263
0,OG0013262
0,OG0013261
Past_DN84359_c0_seq1,OG0013260
0,OG0013267
Past_DN94733_c0_seq1,OG0013266
0,OG0013265
Past_DN82470_c0_seq1,OG0013264
Past_DN87238_c0_seq1,OG0013269
0,OG0013268
Past_DN78377_c0_seq1,OG0011043
Past_DN119891_c0_seq1,OG0002258
Past_DN72680_c1_seq1,OG0002259
0,OG0045851
Past_DN69399_c0_seq1,OG0011042
0,OG0045857
Past_DN85330_c0_seq1,OG0045856
0,OG0045855
0,OG0045854
Past_DN20303_c0_seq1,OG0002250
Past_DN28190_c0_seq1,OG0002250
Past_DN75124_c1_seq2,OG0011045
0,OG0002252
Past_DN78856_c0_seq4,OG0002253
Past_DN78485_c1_seq1,OG0002254
Past_DN22466_c0_seq1,OG0002255
Past_DN63625_c0_seq1,OG0002255
Past_DN68667_c0_seq6,OG0002255
Past_DN72191_c0_seq11,OG0002255
Past_DN27536_c0_seq1,OG0002256
Past_DN60391_c0_seq1,OG0002256
Past_DN60391_c1_seq1,OG0002256
Past_DN74296_c0_seq2,OG0011044
0,OG0043647
Past_DN63131_c0_seq3,OG0011047
Past_DN76150_c0_seq1,OG0011047
Past_DN108420_c0_seq1,OG0046456
0,OG0011046
Past_DN108652_c0_seq1,OG0046457
Past_DN108096_c0_seq1,OG0046454
Past_DN111063_c0_seq1,OG0046454
Past_DN108209_c0_seq1,OG0046455
Past_DN126629_c0_seq1,OG0046455
0,OG0041772
0,OG0044269
0,OG0041773
0,OG0044268
Past_DN77992_c0_seq1,OG0041770
0,OG0040432
0,OG0040433
0,OG0040430
0,OG0040431
0,OG0040436
0,OG0040437
0,OG0040434
0,OG0040435
0,OG0041776
0,OG0040438
0,OG0040439
0,OG0044265
0,OG0041777
0,OG0044264
0,OG0041774
0,OG0044263
0,OG0041775
0,OG0044262
0,OG0042492
0,OG0042493
0,OG0042490
0,OG0042491
0,OG0042496
0,OG0042497
0,OG0042494
Past_DN43483_c0_seq1,OG0033644
0,OG0042498
0,OG0042499
0,OG0045145
0,OG0045144
Past_DN46728_c0_seq1,OG0002928
Past_DN40709_c0_seq1,OG0002929
Past_DN76675_c0_seq6,OG0002929
Past_DN82991_c0_seq1,OG0002929
0,OG0045141
0,OG0045140
0,OG0045143
0,OG0036670
Past_DN75177_c0_seq1,OG0002922
Past_DN73018_c6_seq1,OG0002923
Past_DN75344_c0_seq4,OG0002923
Past_DN111379_c0_seq1,OG0002920
Past_DN22897_c0_seq1,OG0002921
Past_DN65046_c0_seq1,OG0002921
Past_DN69234_c0_seq1,OG0002921
Past_DN66701_c0_seq1,OG0002926
Past_DN89931_c0_seq1,OG0002926
Past_DN466_c0_seq1,OG0002927
Past_DN74371_c0_seq3,OG0002927
Past_DN75183_c0_seq1,OG0002924
0,OG0002925
0,OG0036675
0,OG0036674
0,OG0036676
0,OG0029833
0,OG0029832
Past_DN915_c0_seq1,OG0029831
Past_DN97242_c0_seq1,OG0029830
Past_DN31953_c0_seq1,OG0029837
0,OG0029836
Past_DN81372_c0_seq1,OG0029835
Past_DN34595_c0_seq1,OG0029834
Past_DN122216_c0_seq1,OG0029839
Past_DN2753_c0_seq1,OG0029838
0,OG0044159
Past_DN84235_c0_seq1,OG0032468
Past_DN91792_c0_seq1,OG0032468
Past_DN96020_c0_seq1,OG0032468
0,OG0032469
Past_DN77534_c1_seq3,OG0032464
Past_DN85982_c0_seq1,OG0032464
Past_DN91350_c0_seq1,OG0032464
Past_DN78511_c0_seq4,OG0032465
Past_DN79139_c1_seq1,OG0032466
Past_DN98996_c0_seq1,OG0032466
Past_DN82185_c0_seq1,OG0032467
Past_DN84652_c0_seq1,OG0032467
Past_DN86376_c0_seq1,OG0032467
Past_DN75889_c0_seq1,OG0032460
Past_DN77497_c2_seq4,OG0032460
Past_DN76251_c0_seq3,OG0032461
Past_DN76251_c0_seq3,OG0032461
Past_DN79030_c0_seq2,OG0032461
Past_DN76255_c0_seq1,OG0032462
Past_DN76894_c0_seq1,OG0032462
Past_DN76894_c1_seq1,OG0032462
Past_DN77032_c2_seq6,OG0032463
Past_DN79503_c0_seq2,OG0032463
0,OG0039493
0,OG0008449
0,OG0008448
Past_DN30626_c0_seq1,OG0008447
Past_DN67362_c0_seq1,OG0008446
Past_DN92286_c0_seq1,OG0008445
Past_DN96984_c0_seq1,OG0008444
Past_DN75535_c6_seq2,OG0008443
Past_DN79356_c0_seq24,OG0008442
0,OG0008441
Past_DN68916_c0_seq2,OG0008440
Past_DN56406_c0_seq1,OG0000270
Past_DN63734_c1_seq3,OG0000270
Past_DN68787_c0_seq4,OG0000270
Past_DN68787_c2_seq1,OG0000270
Past_DN73178_c0_seq1,OG0000270
Past_DN21629_c0_seq1,OG0000271
Past_DN49210_c0_seq1,OG0000271
Past_DN72597_c0_seq1,OG0000271
Past_DN84526_c0_seq1,OG0000271
Past_DN89071_c0_seq1,OG0000271
Past_DN49629_c1_seq2,OG0000272
Past_DN67227_c0_seq1,OG0000272
Past_DN70889_c1_seq1,OG0000272
Past_DN42760_c1_seq1,OG0000273
Past_DN45213_c0_seq1,OG0000273
Past_DN75935_c0_seq1,OG0000273
Past_DN104850_c0_seq1,OG0000274
Past_DN117604_c0_seq1,OG0000274
Past_DN1533_c0_seq1,OG0000274
Past_DN47029_c1_seq2,OG0000274
Past_DN68071_c0_seq9,OG0000274
Past_DN22453_c0_seq1,OG0000275
Past_DN79764_c0_seq1,OG0000275
Past_DN80204_c0_seq1,OG0000275
Past_DN70493_c1_seq8,OG0000276
Past_DN73222_c0_seq1,OG0000276
Past_DN75404_c0_seq22,OG0000276
Past_DN76391_c0_seq1,OG0000276
Past_DN77191_c4_seq6,OG0000276
0,OG0000277
Past_DN104782_c0_seq1,OG0000278
Past_DN34987_c0_seq1,OG0000278
Past_DN44861_c0_seq1,OG0000278
Past_DN48913_c0_seq1,OG0000278
Past_DN49651_c0_seq1,OG0000278
Past_DN54248_c2_seq1,OG0000278
Past_DN59030_c0_seq2,OG0000278
Past_DN66184_c1_seq3,OG0000278
Past_DN66543_c0_seq1,OG0000278
Past_DN72223_c0_seq2,OG0000278
Past_DN79559_c0_seq5,OG0000278
Past_DN80808_c0_seq1,OG0000278
Past_DN91034_c0_seq1,OG0000278
Past_DN57117_c1_seq1,OG0000279
Past_DN58889_c0_seq1,OG0000279
Past_DN64347_c1_seq2,OG0000279
Past_DN66720_c0_seq1,OG0000279
Past_DN68187_c0_seq1,OG0000279
Past_DN68857_c1_seq1,OG0000279
Past_DN77475_c0_seq1,OG0000279
Past_DN77475_c1_seq1,OG0000279
Past_DN79566_c0_seq1,OG0000279
Past_DN79674_c0_seq1,OG0000279
Past_DN91740_c0_seq1,OG0000279
0,OG0044434
0,OG0044435
0,OG0044432
0,OG0044433
0,OG0044430
Past_DN33373_c0_seq1,OG0044431
0,OG0035085
0,OG0029299
Past_DN93693_c0_seq1,OG0029298
0,OG0035084
Past_DN23463_c0_seq1,OG0029165
Past_DN82909_c0_seq1,OG0029164
Past_DN93549_c0_seq1,OG0029167
0,OG0029166
0,OG0029161
0,OG0029160
0,OG0029163
0,OG0029162
Past_DN74274_c1_seq1,OG0029169
0,OG0029168
0,OG0033739
Past_DN32185_c1_seq1,OG0033738
0,OG0033737
0,OG0033736
0,OG0033735
0,OG0033734
Past_DN3860_c0_seq1,OG0033733
Past_DN66118_c0_seq1,OG0033732
0,OG0033731
0,OG0033730
0,OG0040783
0,OG0029295
0,OG0029294
0,OG0047161
0,OG0047160
0,OG0047163
0,OG0047162
0,OG0047165
0,OG0047164
0,OG0040399
0,OG0040398
0,OG0040397
0,OG0040396
0,OG0040395
0,OG0040394
0,OG0040393
0,OG0040392
0,OG0040391
0,OG0040390
Past_DN73022_c1_seq2,OG0017177
Past_DN75104_c0_seq2,OG0017176
Past_DN71967_c0_seq2,OG0017175
Past_DN130351_c0_seq1,OG0017174
Past_DN66630_c1_seq1,OG0017173
Past_DN31218_c0_seq2,OG0017172
Past_DN76237_c0_seq2,OG0017171
Past_DN108489_c0_seq1,OG0017170
Past_DN76210_c0_seq1,OG0017179
Past_DN117847_c0_seq1,OG0017178
0,OG0015997
Past_DN82681_c0_seq1,OG0015996
Past_DN35368_c0_seq1,OG0015995
Past_DN62087_c0_seq2,OG0015994
Past_DN61117_c0_seq1,OG0015993
Past_DN108639_c0_seq1,OG0015992
Past_DN56423_c0_seq2,OG0015992
Past_DN45469_c0_seq1,OG0015991
Past_DN4541_c0_seq1,OG0015990
Past_DN74329_c0_seq4,OG0010749
Past_DN67711_c0_seq1,OG0010748
0,OG0015999
0,OG0015998
Past_DN56342_c0_seq1,OG0011289
Past_DN95229_c0_seq1,OG0012679
0,OG0012678
Past_DN69298_c0_seq3,OG0017289
Past_DN77150_c1_seq3,OG0017289
Past_DN77486_c0_seq2,OG0017288
0,OG0012673
0,OG0012672
Past_DN94346_c0_seq1,OG0012671
0,OG0017286
Past_DN94625_c0_seq1,OG0012677
Past_DN113323_c0_seq1,OG0012676
Past_DN110863_c0_seq1,OG0012675
Past_DN35777_c0_seq1,OG0017282
0,OG0031376
Past_DN49177_c0_seq1,OG0011288
0,OG0033525
0,OG0031379
Past_DN92762_c0_seq1,OG0031378
0,OG0038923
0,OG0038922
0,OG0038921
0,OG0038920
0,OG0038927
0,OG0038926
0,OG0038925
0,OG0027106
0,OG0038929
0,OG0038928
Past_DN4463_c0_seq1,OG0014486
0,OG0014487
Past_DN733_c1_seq1,OG0014484
Past_DN50187_c0_seq1,OG0014485
0,OG0014482
0,OG0014483
Past_DN20130_c0_seq1,OG0014480
Past_DN80052_c0_seq1,OG0014481
0,OG0044117
0,OG0039144
Past_DN84625_c0_seq1,OG0014488
Past_DN56119_c0_seq1,OG0014489
0,OG0039145
0,OG0039142
0,OG0039143
0,OG0039140
0,OG0039141
0,OG0013108
0,OG0013109
Past_DN86807_c0_seq1,OG0014738
0,OG0014739
0,OG0014734
0,OG0014735
0,OG0014736
0,OG0014737
Past_DN63961_c0_seq2,OG0014730
0,OG0014731
0,OG0014732
0,OG0014733
0,OG0032849
